"";"finessGeo";"rs";"statut";"university";"cso";"LAB_SOFFCO";"code_postal";"ville";"longitude";"latitude";"adresse";"code_dep";"lib_dep";"code_reg";"lib_reg"
"1348";"620033753";"ÉTABLISSEMENT SITE CHAM";"public";0;0;0;NA;NA;NA;NA;NA;"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1349";"620033795";"SANTÉLYS DIALYSE À DOMICILE BOULOGNE/M";"private for profit";0;0;0;NA;NA;NA;NA;NA;"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1350";"620033829";"HEMODIALYSE SITE CH CALAIS";"public";0;0;0;NA;NA;NA;NA;NA;"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1351";"620100099";"HÔPITAL PRIVÉ ARRAS LES BONNETTES";"private for profit";0;0;0;62012;"ARRAS";"2.7357219286";"50.303906242";"2 RUE DU DOCTEUR FORGEOIS";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1352";"620100487";"CLINIQUE DES ACACIAS";"private for profit";0;0;0;62780;"CUCQ";"1.6239572461";"50.506259016";"CHEMIN MONTOR";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1353";"620100735";"POLYCLINIQUE DE L'ARTOIS";"private for profit";0;0;0;62404;"BETHUNE";"2.6295241005";"50.540134554";"100 RUE EMILE BASLY";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1354";"620100750";"CLINIQUE AMBROISE PARE";"private for profit";0;0;0;62660;"BEUVRY";"2.672195334";"50.517079481";"RUE DELBECQUE";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1355";"620101311";"CLINIQUE DES 2 CAPS";"private for profit";0;0;0;62231;"COQUELLES";"1.806596671";"50.923918549";"LES LONGUES PIECES";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1356";"620101501";"POLYCLINIQUE DE BOIS-BERNARD SA";"private for profit";0;0;0;62320;"BOIS-BERNARD";"2.9106878276";"50.375353";"ROUTE DE NEUVIREUIL";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1357";"620105940";"POLYCLINIQUE DU TERNOIS";"private for profit";0;0;0;62130;"SAINT-POL-SUR-TERNOISE";"2.3371773365";"50.387647549";"55 RUE DE ROSEMONT";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1358";"620115170";"CENTRE D'ENTRAÎNEMENT AUTODIALYSE ST-NICOLAS";"private for profit";0;0;0;62223;"SAINT-NICOLAS";"2.7789982092";"50.300507743";"RUE DES 4 CRICS";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1359";"620115410";"CENTRE D'AUTODIALYSE ADH DE LENS";"private for profit";0;0;0;62300;"LENS";"2.8417315524";"50.446912638";"RUE DES COLIBRIS";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1360";"620116046";"SAS CLINIQUE CHIRURGICALE DES 7 VALLEES";"private for profit";0;0;0;62140;"MARCONNE";"2.0451346501";"50.370570655";"ROUTE DEPARTEMENTAL 136";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1361";"620117309";"CENTRE D'AUTODIALYSE ADH HÉNIN-BEAUMONT";"private for profit";0;0;0;62110;"HENIN-BEAUMONT";"2.9688394891";"50.413256832";"92 AVENUE DU BORD DES EAUX";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1362";"620117325";"CENTRE D'AUTODIALYSE ADH DE BRUAY";"private for profit";0;0;0;62460;"DIVION";"2.486470502";"50.479080574";"RUE DOCTEUR CHARLES LEGAY";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1363";"620117812";"CENTRE D'AUTODIALYSE ADH DE LIEVIN";"private for profit";0;0;0;62800;"LIEVIN";"2.7810109502";"50.415149418";"1 RUE CARNOT";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1364";"620118513";"CENTRE MÉDICO CHIRURGICAL ET OBSTÉTRICAL COTE D'OPALE";"private for profit";0;0;0;62280;"SAINT-MARTIN-BOULOGNE";"1.6484322736";"50.721419161";"ROUTE DE DESVRES";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1365";"620120063";"CENTRE D'AUTODIALYSE AIRE/LA LYS";"private for profit";0;0;0;62120;"AIRE-SUR-LA-LYS";"2.4010534563";"50.642238936";"QUAI DES BATELIERS";"62";"PAS-DE-CALAIS";"32";"HAUTS-DE-FRANCE"
"1366";"630000016";"CH DU MONT DORE";"public";0;0;0;63240;"MONT-DORE";"2.8081837233";"45.574492317";"2 RUE CAPITAINE CHAZOTTE";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1367";"630000404";"HÔPITAL GABRIEL MONTPIED - CHU63";"public";1;0;0;63003;"CLERMONT-FERRAND";"3.094436663";"45.757027137";"58 RUE MONTALEMBERT";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1368";"630000412";"CH D'AMBERT";"public";0;0;0;63600;"AMBERT";"3.7410941106";"45.552519241";"14 AVENUE GEORGES CLEMENCEAU";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1369";"630000420";"CH PAUL ARDIER ISSOIRE";"public";0;0;0;63503;"ISSOIRE";"3.2513000848";"45.541120454";"13 RUE DU DR SAUVAT";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1370";"630000438";"CH DE RIOM";"public";0;0;0;63200;"RIOM";"3.1112481781";"45.89020354";"79 BOULEVARD ETIENNE CLEMENTEL";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1371";"630000446";"CH DE THIERS";"public";0;0;0;63307;"THIERS";"3.5163061945";"45.854256747";"ROUTE DE FAU";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1372";"630000479";"CENTRE REGIONAL JEAN PERRIN";"public";0;0;0;63011;"CLERMONT-FERRAND";"3.094436663";"45.757027137";"58 RUE MONTALEMBERT";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1373";"630000560";"CH BILLOM";"public";0;0;0;63160;"BILLOM";"3.3435458765";"45.720469663";"3 BOULEVARD SAINT ROCH";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1374";"630005668";"CENTRE D'HÉMODIALYSE AURA ARCHE";"private for profit";0;0;0;63000;"CLERMONT-FERRAND";"3.1054035308";"45.787417961";"105 AVENUE DE LA REPUBLIQUE";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1375";"630007698";"UNITÉ DE DIALYSE D'AMBERT";"private for profit";0;0;0;63600;"AMBERT";"3.7418538532";"45.5489482";"AVENUE DE CLERMONT FERRAND";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1376";"630007748";"UNITÉ DE DIALYSE D'ISSOIRE";"private for profit";0;0;0;63500;"ISSOIRE";"3.2513000848";"45.541120454";"13 RUE DU DOCTEUR SAUVAT";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1377";"630007789";"UNITÉ DE DIALYSE DU MONT-DORE";"private for profit";0;0;0;63240;"MONT-DORE";"2.8081837233";"45.574492317";"2 RUE CAPITAINE CHAZOTTE";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1378";"630007839";"UNITÉ DE DIALYSE DE RIOM";"private for profit";0;0;0;63204;"RIOM";"3.1114298774";"45.890779677";"BOULEVARD CLEMENTEL";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1379";"630007888";"UNITÉ DE DIALYSE DE THIERS";"private for profit";0;0;0;63307;"THIERS";"3.5163061945";"45.854256747";"ROUTE DU FAU";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1380";"630780211";"POLE SANTÉ REPUBLIQUE - CLERMONT";"private for profit";0;0;0;63050;"CLERMONT-FERRAND";"3.1054035308";"45.787417961";"105 AVENUE DE LA REPUBLIQUE";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1381";"630780369";"CLINIQUE DE LA PLAINE - CLERMONT";"private for profit";0;0;0;63100;"CLERMONT-FERRAND";"3.1101056024";"45.802352616";"123 BOULEVARD ETIENNE CLEMENTEL";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1382";"630781268";"HÔPITAL ESTAING - CHU63";"public";1;1;0;63003;"CLERMONT-FERRAND";"3.1164860729";"45.781454824";"1 PLACE LUCIE AUBRAC";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1383";"630781821";"CLINIQUE DU GRAND PRE - DURTOL";"private for profit";0;0;0;63830;"DURTOL";"3.0553157677";"45.794972715";"";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1384";"630781839";"CLINIQUE CHATAIGNERAIE - BEAUMONT";"private for profit";0;0;0;63110;"BEAUMONT";"3.074143985";"45.752773984";"59 RUE DE LA CHATAIGNERAIE";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1385";"630783538";"HÔPITAL LOUISE MICHEL - CHU63";"public";1;0;0;63118;"CEBAZAT";"3.0948946568";"45.83646804";"ROUTE DE CHATEAUGAY";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1386";"630784742";"AURA AUVERGNE - CHAMALIERES - HORS CENTRE";"private for profit";0;0;0;63400;"CHAMALIERES";"3.0475669158";"45.780910594";"8 RUE DU COLOMBIER";"63";"PUY-DE-DÔME";"84";"AUVERGNE-RHÔNE-ALPES"
"1387";"640000162";"CH DE LA COTE BASQUE - BAYONNE";"public";0;0;0;64109;"BAYONNE";"-1.482310397";"43.483104132";"13 AVENUE DE L'INTERNE JACQUES LOEB";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1388";"640000402";"CH D'ORTHEZ";"public";0;0;0;64300;"ORTHEZ";"-0.773744882";"43.48079488";"RUE DU MOULIN";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1389";"640000410";"CH OLORON";"public";0;0;0;64404;"OLORON-SAINTE-MARIE";"-0.605317034";"43.194387887";"AVENUE DR FLEMING";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1390";"640000428";"CH DE MAULEON";"public";0;0;0;64130;"MAULEON-LICHARRE";"-0.889258092";"43.218463998";"4 AVENUE DE TREVILLE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1391";"640000436";"CH DES PYRENEES";"public";0;0;0;64039;"PAU";"-0.337098931";"43.303227156";"29 AVENUE DU GENERAL LECLERC";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1392";"640000600";"CH DE PAU";"public";0;0;0;64046;"PAU";"-0.356728773";"43.325507029";"4 BOULEVARD HAUTERIVE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1393";"640005302";"ANTENNE D'AUTODIALYSE AURAD ANGLET";"private for profit";0;0;0;64600;"ANGLET";"-1.519258855";"43.462581545";"53 ROUTE DE PITOYS";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1394";"640005310";"ANTENNE D'AUTODIALYSE AURAD ST JEAN LUZ";"private for profit";0;0;0;64500;"SAINT-JEAN-DE-LUZ";"-1.638859171";"43.399278624";"42 RUE DOMINIQUE LARREA";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1395";"640005336";"ANTENNE D'AUTODIALYSE NEPHROCARE - ORTHEZ";"private for profit";0;0;0;64300;"ORTHEZ";"-0.764933464";"43.48733434";"33 RUE LAPEYRERE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1396";"640013553";"ANTENNE D'AUTODIALYSE DELAY";"private for profit";0;0;0;64500;"SAINT-JEAN-DE-LUZ";"-1.630736979";"43.402780794";"5 RUE ETXALDE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1397";"640016580";"CENTRE DE CARDIOLOGIE DU PAYS BASQUE";"private for profit";0;0;0;64109;"BAYONNE";"-1.482310397";"43.483104132";"13 AVENUE DE L'INTERNE JACQUES LOEB";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1398";"640017646";"CH DE SAINT-PALAIS";"public";0;0;0;64120;"SAINT-PALAIS";"-1.02942065";"43.325999202";"AVENUE FREDERIC DE SAINT-JAYME";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1399";"640017679";"ANTENNE D'AUTODIALYSE NEPHROCARE-PAU NAVARRE";"private for profit";0;0;0;64000;"PAU";"-0.350187486";"43.323729097";"8 BOULEVARD HAUTERIVE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1400";"640018206";"CLINIQUE BELHARRA";"private for profit";0;0;1;64100;"BAYONNE";"-1.474870683";"43.49292775";"2 ALLEE DU DOCTEUR LAFON";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1401";"640019634";"GCS COTE BASQUE SUD";"private for profit";0;0;0;NA;NA;NA;NA;NA;"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1402";"640020681";"GCS ORTHEZIEN DE CHIRURGIE";"private not-for-profit";0;0;0;NA;NA;NA;NA;NA;"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1403";"640020715";"EPS GARAZI";"public";0;0;0;NA;NA;NA;NA;NA;"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1404";"640020988";"CENTRE D'AUTODIALYSE NEPHROCARE - OLORON STE MARIE";"private for profit";0;0;0;NA;NA;NA;NA;NA;"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1405";"640780268";"CLINIQUE DELAY";"private for profit";0;0;0;64100;"BAYONNE";"-1.484321952";"43.479227075";"36 AVENUE DE L'INTERNE JACQUES LOEB";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1406";"640780490";"CAPIO CLINIQUE AGUILERA";"private for profit";0;0;0;64201;"BIARRITZ";"-1.539494402";"43.485697301";"21 RUE DE L'ESTAGNAS";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1407";"640780557";"CENTRE MÉDICAL TOKI-EDER";"private not-for-profit";0;0;0;64250;"CAMBO-LES-BAINS";"-1.394494813";"43.361961209";"7 AVENUE JEAN RUMEAU";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1408";"640780623";"CENTRE MÉDICAL ANNIE ENIA";"private for profit";0;0;0;64250;"CAMBO-LES-BAINS";"-1.403961994";"43.356899743";"ROUTE DE LA BERGERIE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1409";"640780672";"CLINIQUE MARIENIA";"private for profit";0;0;0;64250;"CAMBO-LES-BAINS";"-1.399204816";"43.349425921";"34 AVENUE DE  NAVARRE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1410";"640780748";"POLYCLINIQUE COTE BASQUE SUD";"private for profit";0;0;0;64501;"SAINT-JEAN-DE-LUZ";"-1.639624965";"43.397740794";"7 RUE LEONCE GOYETCHE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1411";"640780938";"POLYCLINIQUE PAU PYRENEES SITE MARZET";"private for profit";0;0;0;64000;"PAU";"-0.365364339";"43.303800134";"40 BOULEVARD ALSACE LORRAINE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1412";"640780946";"POLYCLINIQUE PAU PYRENEES SITE NAVARRE";"private for profit";0;0;1;64075;"PAU";"-0.350187486";"43.323729097";"8 BOULEVARD HAUTERIVE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1413";"640781225";"CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY";"private for profit";0;0;0;64320;"ARESSY";"-0.324304403";"43.276547799";"";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1414";"640781308";"CLINIQUE PRINCESS";"private for profit";0;0;0;64011;"PAU";"-0.348683734";"43.323955773";"6 BOULEVARD HAUTERIVE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1415";"640781332";"NEPHROCARE BEARN-CTRE DIALYSE DU BEARN";"private for profit";0;0;0;64320;"ARESSY";"-0.325020295";"43.276354697";"6 RUE DU VILLAGE";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1416";"640789640";"CENTRE D'HEMODIALYSE CLINIQUE DELAY";"private for profit";0;0;0;64100;"BAYONNE";"-1.484321952";"43.479227075";"36 AVENUE DE L'INTERNE JACQUES LOEB";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1417";"640796736";"ANTENNE D'AUTODIALYSE TEMPORAIRE DELAY";"private for profit";0;0;0;64100;"BAYONNE";"-1.485392004";"43.478984519";"RUE DU 21 JUIN 1940";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1418";"640796835";"ANTENNE D'AUTODIALYSE DELAY - BIARRITZ";"private for profit";0;0;0;64200;"BIARRITZ";"-1.55196743";"43.469889831";"22 AVENUE DU LAC MARION";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1419";"640797155";"ANTENNE D'AUTODIALYSE DELAY - UHART CIZE";"private for profit";0;0;0;64220;"UHART-CIZE";"-1.247673744";"43.16321108";"43 LOTISSEMENT ETCHEGARAY";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1420";"640797296";"ANTENNE D'AUTODIALYSE DELAY - BAYONNE";"private for profit";0;0;0;64100;"BAYONNE";"-1.484877073";"43.479997095";"11 CHEMIN DE LESTANQUET";"64";"PYRÉNÉES-ATLANTIQUES";"75";"NOUVELLE-AQUITAINE"
"1421";"650000045";"CH TARBES LOURDES SITE LOURDES";"public";0;0;0;65107;"LOURDES";"-0.045357704";"43.09975362";"2 AVENUE ALEXANDRE MARQUI";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1422";"650000052";"CH BAGNERES DE BIGORRE";"public";0;0;0;65201;"BAGNERES-DE-BIGORRE";"0.1464643439";"43.066774357";"15 RUE GAMBETTA";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1423";"650000417";"CH TARBES LOURDES GESPE SITE TARBES";"public";0;0;0;65013;"TARBES";"0.0560343018";"43.228901121";"BOULEVARD DE LATTRE DE TASSIGNY";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1424";"650002579";"CLINIQUE ORMEAU PYRENEES";"private for profit";0;0;0;65000;"TARBES";"0.077396662";"43.218842139";"28 BOULEVARD DU HUIT MAI 1945";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1425";"650005044";"ANTENNE D'AUTODIALYSE BIGORRE";"private for profit";0;0;0;65200;"BAGNERES-DE-BIGORRE";"0.1490896238";"43.065061949";"RUE PAUL MATHOUX";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1426";"650005606";"CH BIGORRE - ANTENNE BAGNERES";"public";0;0;0;65201;"BAGNERES-DE-BIGORRE";"0.1464643439";"43.066774357";"15 RUE GAMBETTA";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1427";"650780182";"CH TARBES LOURDES FOURCADE SITE VIC";"public";0;0;0;65503;"VIC-EN-BIGORRE";"0.0544057938";"43.385995152";"";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1428";"650780679";"CLINIQUE ORMEAU SITE CENTRE";"private for profit";0;0;0;65000;"TARBES";"0.0772911006";"43.224573091";"12 CHEMIN DE L'ORMEAU";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1429";"650784218";"CENTRE MÉDICO-CHIRURGICAL HÔPITAUX DE LANNEMEZAN";"public";0;0;0;65300;"LANNEMEZAN";"0.38394472";"43.125496884";"";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1430";"650788573";"ANTENNE D'AUTODIALYSE MAUBOURGUET";"private for profit";0;0;0;65700;"MAUBOURGUET";"0.0387067488";"43.457220135";"ROUTE DE TARBES";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1431";"650788599";"ANTENNE D'AUTODIALYSE LANNEMEZAN";"private for profit";0;0;0;65308;"LANNEMEZAN";"0.4120392123";"43.118993866";"644 ROUTE DE TOULOUSE";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1432";"650788607";"ANTENNE D'AUTODIALYSE LOURDES";"private for profit";0;0;0;65100;"LOURDES";"-0.031710038";"43.102073834";"43 AVENUE DE SARSAN";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1433";"650788615";"ANTENNE D'AUTODIALYSE TARBES";"private for profit";0;0;0;65000;"TARBES";"0.0630018777";"43.239541592";"31 AVENUE DU MARECHAL JOFFRE";"65";"HAUTES-PYRÉNÉES";"76";"OCCITANIE"
"1434";"660000084";"CH PERPIGNAN";"public";0;0;0;66046;"PERPIGNAN";"2.8895654944";"42.723385989";"20 AVENUE DU LANGUEDOC";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1435";"660000167";"CH PRADES";"public";0;0;0;66501;"PRADES";"2.4215739061";"42.628230167";"8 ROUTE DE CATLLAR";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1436";"660004953";"AUTODIALYSE LE SOLER";"private for profit";0;0;0;66270;"LE SOLER";"2.8027869718";"42.684213116";"RUE DES ROSES";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1437";"660004961";"AUTODIALYSE ARGELES SUR MER";"private for profit";0;0;0;66700;"ARGELES-SUR-MER";"3.0122079911";"42.55454696";"AVENUE DES FLAMANTS ROSES";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1438";"660004979";"AUTODIALYSE ST LAURENT";"private for profit";0;0;0;66250;"SAINT-LAURENT-DE-LA-SALANQUE";"2.9849408415";"42.765908212";"RUE GUSTAVE EIFFEL";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1439";"660005182";"AIDER UAD D'ELNE";"private for profit";0;0;0;66200;"ELNE";"2.9740448146";"42.597920964";"22 AVENUE PAUL REIGT";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1440";"660005190";"AIDER UAD DE FONT ROMEU";"private for profit";0;0;0;66120;"FONT-ROMEU-ODEILLO-VIA";"2.0351027838";"42.497416638";"12 RUE DE LA LIBERTE";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1441";"660005208";"AIDER UAD DU BOULOU";"private for profit";0;0;0;66160;"LE BOULOU";"2.8326414892";"42.523824823";"RD 115";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1442";"660005216";"AIDER UAD DE PERPIGNAN";"private for profit";0;0;0;66046;"PERPIGNAN";"2.8895654944";"42.723385989";"20 AVENUE DU LANGUEDOC";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1443";"660005687";"UNITÉ D'AUTODIALYSE DE PRADES";"private for profit";0;0;0;66500;"PRADES";"2.4232364508";"42.617702177";"18 RUE ST JOSEPH";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1444";"660006305";"LA CLINIQUE MUTUALISTE CATALANE";"private for profit";0;0;0;66028;"PERPIGNAN";"2.8769719609";"42.727490251";"60 RUE LOUIS MOUILLARD";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1445";"660008947";"PLATE FORME SAMU SDIS 66";"public";0;0;0;66962;"PERPIGNAN";"2.8850238039";"42.707538796";"1 RUE DU LIEUTENANT GOURBAULT";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1446";"660009689";"GCS POLE SANITAIRE CERDAN";"private not-for-profit";0;0;0;66800;"ERR";"2.0259743175";"42.443063048";"11 CAMI DE LA RIBERETA";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1447";"660010117";"CH PERPIGNAN ANTENNE SMUR CH PUIGCERDA";"public";0;0;0;66020;"PERPIGNAN";"2.8896086899";"42.69417396";"12 BOULEVARD MERCADER";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1448";"660780628";"CLINIQUE DU VALLESPIR";"private for profit";0;0;0;66400;"CERET";"2.756520279";"42.493429084";"CHEMIN SAN PLUGET";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1449";"660780669";"CLINIQUE NOTRE DAME D ESPERANCE";"private for profit";0;0;0;66100;"PERPIGNAN";"2.8958777275";"42.698675737";"AVENUE D'ARGELES";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1450";"660780776";"CLINIQUE SAINT MICHEL";"private for profit";0;0;0;66500;"PRADES";"2.4173486136";"42.617319619";"25 AVENUE LOUIS PRAT";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1451";"660780784";"CLINIQUE SAINT PIERRE";"private for profit";0;0;0;66012;"PERPIGNAN";"2.8647274806";"42.696087462";"169 AVENUE DE PRADES";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1452";"660790387";"POLYCLINIQUE SAINT ROCH";"private for profit";0;0;0;66330;"CABESTANY";"2.934128625";"42.687548328";"AVENUE AMBROISE CROIZAT";"66";"PYRÉNÉES-ORIENTALES";"76";"OCCITANIE"
"1453";"670000025";"HÔPITAL CIVIL / NOUVEL HÔPITAL CIVIL";"public";1;1;0;67091;"STRASBOURG";"7.7490671993";"48.577345356";"1 PLACE DE L'HOPITAL";"67";"BAS-RHIN";"44";"GRAND EST"
"1454";"670000157";"CH DE HAGUENAU";"public";0;0;0;67504;"HAGUENAU";"7.7794248782";"48.798944273";"64 AVENUE DU PROFESSEUR RENE LERICHE";"67";"BAS-RHIN";"44";"GRAND EST"
"1455";"670000165";"CH SAINTE-CATHERINE DE SAVERNE";"public";0;0;0;67703;"SAVERNE";"7.3514193766";"48.747256436";"19 COTE DE SAVERNE";"67";"BAS-RHIN";"44";"GRAND EST"
"1456";"670000215";"HÔPITAL MAISON DE RETRAITE LE NEUENBERG";"private not-for-profit";0;0;0;67340;"INGWILLER";"7.4835385887";"48.871854882";"38 RUE DU PASTEUR HERRMANN";"67";"BAS-RHIN";"44";"GRAND EST"
"1457";"670000272";"CHIC DE LA LAUTER";"public";0;0;0;67166;"WISSEMBOURG";"7.9333408454";"49.040267109";"24 ROUTE DE WEILER";"67";"BAS-RHIN";"44";"GRAND EST"
"1458";"670000306";"CH DÉPARTEMENTAL";"public";0;0;0;67241;"BISCHWILLER";"7.8566795002";"48.760341375";"17 ROUTE DE STRASBOURG";"67";"BAS-RHIN";"44";"GRAND EST"
