"finessGeoDP","rs","codeGeo","lib_com","NB_pts","PCT_pts","PCT_CUM_pts"
"600100754","POLYCLINIQUE SAINT-COME SA","60180","NOGENT-SUR-OISE",24,2.3,45.2
"600100754","POLYCLINIQUE SAINT-COME SA","60490","RESSONS-SUR-MATZ",22,2.1,47.3
"600100754","POLYCLINIQUE SAINT-COME SA","60870","VILLERS-SAINT-PAUL",20,2,49.3
"600100754","POLYCLINIQUE SAINT-COME SA","60320","BETHISY ST PIERRE",19,1.9,53.1
"600100754","POLYCLINIQUE SAINT-COME SA","60150","THOUROTTE",19,1.9,51.2
"600100754","POLYCLINIQUE SAINT-COME SA","60170","RIBECOURT DRESLINCOURT",18,1.8,54.9
"600100754","POLYCLINIQUE SAINT-COME SA","60160","MONTATAIRE",17,1.7,56.6
"600100754","POLYCLINIQUE SAINT-COME SA","60280","MARGNY-LÈS-COMPIÈGNE",16,1.6,59.8
"600100754","POLYCLINIQUE SAINT-COME SA","60130","SAINT-JUST-EN-CHAUSSÉE",16,1.6,58.2
"600100754","POLYCLINIQUE SAINT-COME SA","60420","MAIGNELAY MONTIGNY",16,1.6,61.4
"600100754","POLYCLINIQUE SAINT-COME SA","60250","MOUY",15,1.5,62.9
"600100754","POLYCLINIQUE SAINT-COME SA","60840","BREUIL-LE-SEC",13,1.3,64.2
"600100754","POLYCLINIQUE SAINT-COME SA","60880","JAUX",13,1.3,65.5
"600100754","POLYCLINIQUE SAINT-COME SA","60620","BETZ",12,1.2,66.7
"600100754","POLYCLINIQUE SAINT-COME SA","02290","VIC SUR AISNE",11,1.1,67.8
"600110175","CLINIQUE DU PARC SAINT LAZARE","60000","BEAUVAIS",111,23.2,23.2
"600110175","CLINIQUE DU PARC SAINT LAZARE","60510","BRESLES",28,5.9,29.1
"600110175","CLINIQUE DU PARC SAINT LAZARE","60480","FROISSY",19,4,37.1
"600110175","CLINIQUE DU PARC SAINT LAZARE","60430","NOAILLES",19,4,33.1
"600110175","CLINIQUE DU PARC SAINT LAZARE","60650","LACHAPELLE-AUX-POTS",18,3.8,44.7
"600110175","CLINIQUE DU PARC SAINT LAZARE","60130","SAINT-JUST-EN-CHAUSSÉE",18,3.8,40.9
"600110175","CLINIQUE DU PARC SAINT LAZARE","60120","BRETEUIL",16,3.3,48
"600110175","CLINIQUE DU PARC SAINT LAZARE","60250","MOUY",15,3.1,51.1
"600110175","CLINIQUE DU PARC SAINT LAZARE","60112","MILLY-SUR-THÉRAIN",14,2.9,54
"600110175","CLINIQUE DU PARC SAINT LAZARE","60390","AUNEUIL",13,2.7,56.7
"600110175","CLINIQUE DU PARC SAINT LAZARE","60370","HERMES",12,2.5,59.2
"600110175","CLINIQUE DU PARC SAINT LAZARE","60730","SAINTE-GENEVIÈVE",11,2.3,63.8
"600110175","CLINIQUE DU PARC SAINT LAZARE","60210","GRANDVILLIERS",11,2.3,61.5
"600110175","CLINIQUE DU PARC SAINT LAZARE","60C05","BAILLEUL-SUR-THÉRAIN",11,2.3,66.1
"600113476","CH CHICN COMPIÃˆGNE","60200","COMPIÈGNE",52,11,11
"600113476","CH CHICN COMPIÃˆGNE","60400","NOYON",50,10.6,21.6
"600113476","CH CHICN COMPIÃˆGNE","60170","RIBECOURT DRESLINCOURT",27,5.7,33
"600113476","CH CHICN COMPIÃˆGNE","60150","THOUROTTE",27,5.7,27.3
"600113476","CH CHICN COMPIÃˆGNE","60190","ESTRÉES-SAINT-DENIS",19,4,37
"600113476","CH CHICN COMPIÃˆGNE","60280","MARGNY-LÈS-COMPIÈGNE",17,3.6,40.6
"600113476","CH CHICN COMPIÃˆGNE","60700","PONT STE MAXENCE",17,3.6,44.2
"600113476","CH CHICN COMPIÃˆGNE","60310","LASSIGNY",16,3.4,47.6
"600113476","CH CHICN COMPIÃˆGNE","60410","VERBERIE",15,3.2,50.8
"600113476","CH CHICN COMPIÃˆGNE","60350","CUISE-LA-MOTTE",14,3,53.8
"600113476","CH CHICN COMPIÃˆGNE","60490","RESSONS-SUR-MATZ",13,2.8,56.6
"600113476","CH CHICN COMPIÃˆGNE","60420","MAIGNELAY MONTIGNY",11,2.3,58.9
"600113476","CH CHICN COMPIÃˆGNE","60800","CREPY EN VALOIS",11,2.3,61.2
"610000069","CH D'ARGENTAN","61200","ARGENTAN",41,15.4,15.4
"610000069","CH D'ARGENTAN","61C05","GOUFFERN EN AUGE",17,6.4,21.8
"610000069","CH D'ARGENTAN","61000","ALENCON",14,5.3,27.1
"610000069","CH D'ARGENTAN","61300","L'AIGLE",13,4.9,32
"610000069","CH D'ARGENTAN","61230","GACE",11,4.1,36.1
"610000069","CH D'ARGENTAN","61570","BOISCHAMPRE",11,4.1,40.2
"610000119","CH JACQUES MONOD - FLERS","61C03","FLERS",55,30.7,30.7
"610000119","CH JACQUES MONOD - FLERS","61700","DOMFRONT",12,6.7,37.4
"610000119","CH JACQUES MONOD - FLERS","61C04","RIVES D'ANDAINE",12,6.7,44.1
"620000224","CH BETHUNE","62400","BETHUNE",16,9.2,9.2
"620000653","CH BOULOGNE-SUR-MER","62200","BOULOGNE SUR MER",64,23.9,23.9
"620000653","CH BOULOGNE-SUR-MER","62360","SAINT-ÉTIENNE-AU-MONT",22,8.2,32.1
"620000653","CH BOULOGNE-SUR-MER","62230","OUTREAU",21,7.8,39.9
"620000653","CH BOULOGNE-SUR-MER","62280","ST MARTIN BOULOGNE",14,5.2,45.1
"620000653","CH BOULOGNE-SUR-MER","62240","DESVRES",13,4.9,50
"620000653","CH BOULOGNE-SUR-MER","62100","CALAIS",11,4.1,54.1
"620003202","CH ARRONDISSEMENT DE MONTREUIL","62140","HESDIN",26,12.3,12.3
"620003202","CH ARRONDISSEMENT DE MONTREUIL","62630","ETAPLES",19,9,21.3
"620003202","CH ARRONDISSEMENT DE MONTREUIL","62600","BERCK",17,8.1,29.4
"620003202","CH ARRONDISSEMENT DE MONTREUIL","80120","RUE",16,7.6,37
"620003202","CH ARRONDISSEMENT DE MONTREUIL","62170","MONTREUIL",14,6.6,43.6
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62300","LENS",32,7.2,7.2
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62800","LIEVIN",29,6.5,13.7
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62110","HENIN BEAUMONT",28,6.3,20
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62880","VENDIN LE VIEIL",25,5.6,25.6
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62440","HARNES",21,4.7,30.3
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62320","ROUVROY",19,4.3,34.6
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62210","AVION",17,3.8,38.4
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62970","COURCELLES-LÈS-LENS",17,3.8,42.2
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62220","CARVIN",16,3.6,45.8
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62680","MERICOURT",15,3.4,52.6
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62640","MONTIGNY EN GOHELLE",15,3.4,49.2
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62138","DOUVRIN",14,3.2,55.8
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62410","WINGLES",14,3.2,59
"620003376","POLYCLINIQUE MÃ‰DICO-CHIRURGICALE D'HENIN-BEAUMONT","62710","COURRIERES",13,2.9,61.9
"620006049","CLINIQUE DE ST OMER","62120","AIRE SUR LA LYS",28,12.8,12.8
"620006049","CLINIQUE DE ST OMER","62500","SAINT-OMER",24,11,23.8
"620006049","CLINIQUE DE ST OMER","62510","ARQUES",16,7.3,31.1
"620006049","CLINIQUE DE ST OMER","62380","LUMBRES",15,6.8,37.9
"620006049","CLINIQUE DE ST OMER","62129","ECQUES",13,5.9,43.8
"620100099","HÃ”PITAL PRIVÃ‰ ARRAS LES BONNETTES","62000","ARRAS",37,13.7,13.7
"620100099","HÃ”PITAL PRIVÃ‰ ARRAS LES BONNETTES","62217","ACHICOURT",16,5.9,19.6
"620100099","HÃ”PITAL PRIVÃ‰ ARRAS LES BONNETTES","62223","ST LAURENT BLANGY",15,5.5,25.1
"620100750","CLINIQUE AMBROISE PARE","62400","BETHUNE",75,7.8,7.8
"620100750","CLINIQUE AMBROISE PARE","62700","BRUAY LA BUISSIERE",72,7.5,15.3
"620100750","CLINIQUE AMBROISE PARE","62190","LILLERS",42,4.4,19.7
"620100750","CLINIQUE AMBROISE PARE","62260","AUCHEL",41,4.3,24
"620100750","CLINIQUE AMBROISE PARE","62138","DOUVRIN",39,4.1,28.1
"620100750","CLINIQUE AMBROISE PARE","62290","NOEUX LES MINES",34,3.5,31.6
"620100750","CLINIQUE AMBROISE PARE","62160","BULLY LES MINES",31,3.2,34.8
"620100750","CLINIQUE AMBROISE PARE","62620","BARLIN",30,3.1,37.9
"620100750","CLINIQUE AMBROISE PARE","62150","HOUDAIN",27,2.8,40.7
"620100750","CLINIQUE AMBROISE PARE","62540","MARLES LES MINES",26,2.7,46.1
"620100750","CLINIQUE AMBROISE PARE","62232","ANNEZIN",26,2.7,43.4
"620100750","CLINIQUE AMBROISE PARE","62300","LENS",25,2.6,48.7
"620100750","CLINIQUE AMBROISE PARE","62980","VERMELLES",24,2.5,51.2
"620100750","CLINIQUE AMBROISE PARE","62470","CALONNE RICOUART",23,2.4,53.6
"620100750","CLINIQUE AMBROISE PARE","62800","LIEVIN",22,2.3,55.9
"620100750","CLINIQUE AMBROISE PARE","62670","MAZINGARBE",20,2.1,58
"620100750","CLINIQUE AMBROISE PARE","62120","AIRE SUR LA LYS",18,1.9,59.9
"620100750","CLINIQUE AMBROISE PARE","62330","ISBERGUES",16,1.7,63.3
"620100750","CLINIQUE AMBROISE PARE","62114","SAINS EN GOHELLE",16,1.7,61.6
"620100750","CLINIQUE AMBROISE PARE","62410","WINGLES",16,1.7,65
"620100750","CLINIQUE AMBROISE PARE","62460","DIVION",16,1.7,66.7
"620100750","CLINIQUE AMBROISE PARE","62113","LABOURSE",15,1.6,68.3
"620100750","CLINIQUE AMBROISE PARE","62920","CHOCQUES",14,1.5,69.8
"620100750","CLINIQUE AMBROISE PARE","62550","PERNES",12,1.2,72.2
"620100750","CLINIQUE AMBROISE PARE","62217","ACHICOURT",12,1.2,71
"620100750","CLINIQUE AMBROISE PARE","62350","ST VENANT",11,1.1,73.3
"620101311","CLINIQUE DES 2 CAPS","62100","CALAIS",56,35.2,35.2
"620101311","CLINIQUE DES 2 CAPS","62730","MARCK",16,10.1,45.3
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62300","LENS",36,9.7,9.7
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62210","AVION",26,7,16.7
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62110","HENIN BEAUMONT",18,4.9,21.6
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62800","LIEVIN",18,4.9,26.5
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62320","ROUVROY",16,4.3,30.8
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62680","MERICOURT",15,4,34.8
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62440","HARNES",13,3.5,38.3
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62880","VENDIN LE VIEIL",13,3.5,41.8
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62221","NOYELLES SOUS LENS",12,3.2,45
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62710","COURRIERES",11,3,51
"620101501","POLYCLINIQUE DE BOIS-BERNARD SA","62640","MONTIGNY EN GOHELLE",11,3,48
"620118513","CENTRE MÃ‰DICO CHIRURGICAL ET OBSTÃ‰TRICAL COTE D'OPALE","62200","BOULOGNE SUR MER",40,15.3,15.3
"620118513","CENTRE MÃ‰DICO CHIRURGICAL ET OBSTÃ‰TRICAL COTE D'OPALE","62100","CALAIS",23,8.8,24.1
"620118513","CENTRE MÃ‰DICO CHIRURGICAL ET OBSTÃ‰TRICAL COTE D'OPALE","62240","DESVRES",17,6.5,30.6
"620118513","CENTRE MÃ‰DICO CHIRURGICAL ET OBSTÃ‰TRICAL COTE D'OPALE","62830","SAMER",16,6.1,36.7
"620118513","CENTRE MÃ‰DICO CHIRURGICAL ET OBSTÃ‰TRICAL COTE D'OPALE","62230","OUTREAU",14,5.3,42
"620118513","CENTRE MÃ‰DICO CHIRURGICAL ET OBSTÃ‰TRICAL COTE D'OPALE","62280","ST MARTIN BOULOGNE",13,5,47
"630780211","POLE SANTÃ‰ REPUBLIQUE - CLERMONT","63000","CLERMONT-FERRAND",24,11,11
"630780211","POLE SANTÃ‰ REPUBLIQUE - CLERMONT","63200","RIOM",13,6,17
"630780369","CLINIQUE DE LA PLAINE - CLERMONT","63000","CLERMONT-FERRAND",46,18.3,18.3
"630780369","CLINIQUE DE LA PLAINE - CLERMONT","63500","ISSOIRE",12,4.8,23.1
"630781268","HÃ”PITAL ESTAING - CHU63","63000","CLERMONT-FERRAND",28,11.1,11.1
"630781839","CLINIQUE CHATAIGNERAIE - BEAUMONT","63000","CLERMONT-FERRAND",30,14.6,14.6
"640000162","CH COTE BASQUE","64100","BAYONNE",41,11.4,11.4
"640000162","CH COTE BASQUE","64600","ANGLET",34,9.5,20.9
"640000162","CH COTE BASQUE","64C03","HENDAYE",23,6.4,27.3
"640000162","CH COTE BASQUE","64240","HASPARREN",22,6.1,33.4
"640000162","CH COTE BASQUE","40220","TARNOS",19,5.3,38.7
"640000162","CH COTE BASQUE","64990","SAINT-PIERRE-D'IRUBE",17,4.7,48.1
"640000162","CH COTE BASQUE","64200","BIARRITZ",17,4.7,43.4
"640000162","CH COTE BASQUE","64500","SAINT-JEAN-DE-LUZ",14,3.9,52
"640000162","CH COTE BASQUE","64310","SAINT-PÉE-SUR-NIVELLE",13,3.6,55.6
"640000162","CH COTE BASQUE","40300","PEYREHORADE",12,3.3,62.2
"640000162","CH COTE BASQUE","40230","SAINT-VINCENT-DE-TYROSSE",12,3.3,58.9
"640000162","CH COTE BASQUE","40390","SAINT-MARTIN-DE-SEIGNANX",11,3.1,65.3
"640000162","CH COTE BASQUE","64210","BIDART",11,3.1,68.4
"640000600","CH DE PAU","64000","PAU",23,15.1,15.1
"640000600","CH DE PAU","64140","BILLÈRE",13,8.6,23.7
"640000600","CH DE PAU","64230","LESCAR",12,7.9,31.6
"640018206","CLINIQUE BELHARRA","64100","BAYONNE",44,10.6,10.6
"640018206","CLINIQUE BELHARRA","40230","SAINT-VINCENT-DE-TYROSSE",35,8.4,19
"640018206","CLINIQUE BELHARRA","64600","ANGLET",21,5,24
"640018206","CLINIQUE BELHARRA","40300","PEYREHORADE",20,4.8,28.8
"640018206","CLINIQUE BELHARRA","64990","SAINT-PIERRE-D'IRUBE",15,3.6,36
"640018206","CLINIQUE BELHARRA","40180","NARROSSE",15,3.6,32.4
"640018206","CLINIQUE BELHARRA","64200","BIARRITZ",13,3.1,45.3
"640018206","CLINIQUE BELHARRA","40390","SAINT-MARTIN-DE-SEIGNANX",13,3.1,42.2
"640018206","CLINIQUE BELHARRA","40100","DAX",13,3.1,39.1
"640018206","CLINIQUE BELHARRA","64250","CAMBO LES BAINS",13,3.1,48.4
"640018206","CLINIQUE BELHARRA","40220","TARNOS",12,2.9,51.3
"640018206","CLINIQUE BELHARRA","64340","BOUCAU",12,2.9,60
"640018206","CLINIQUE BELHARRA","40990","SAINT-PAUL-LÈS-DAX",12,2.9,54.2
"640018206","CLINIQUE BELHARRA","64240","HASPARREN",12,2.9,57.1
"640018206","CLINIQUE BELHARRA","40380","GAMARDE-LES-BAINS",11,2.6,62.6
"640018206","CLINIQUE BELHARRA","64480","USTARITZ",11,2.6,65.2
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64000","PAU",90,11.9,11.9
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64140","BILLÈRE",61,8,19.9
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64230","LESCAR",38,5,24.9
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64800","NAY",29,3.8,28.7
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64C02","OLORON STE MARIE",25,3.3,32
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","65000","TARBES",24,3.2,35.2
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64160","MORLAÀS",22,2.9,38.1
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64110","JURANCON",19,2.5,40.6
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64150","MOURENX",18,2.4,43
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64300","ORTHEZ",18,2.4,45.4
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64420","NOUSTY",17,2.2,47.6
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64510","BORDES",17,2.2,49.8
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64320","IDRON",16,2.1,51.9
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64360","MONEIN",15,2,53.9
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64410","ARZACQ ARRAZIGUET",14,1.8,57.5
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","65100","LOURDES",14,1.8,59.3
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64170","ARTIX",14,1.8,55.7
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64370","ARTHEZ DE BEARN",13,1.7,64.4
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","65C05","BAGNÈRES-DE-BIGORRE",13,1.7,66.1
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","40800","AIRE SUR L ADOUR",13,1.7,61
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64190","NAVARRENX",13,1.7,62.7
"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE","64290","GAN",11,1.5,67.6
"660000084","CH PERPIGNAN","66000","PERPIGNAN",26,17.9,17.9
"660006305","LA CLINIQUE MUTUALISTE CATALANE","66000","PERPIGNAN",68,24,24
"660006305","LA CLINIQUE MUTUALISTE CATALANE","66600","RIVESALTES",24,8.5,32.5
"660006305","LA CLINIQUE MUTUALISTE CATALANE","66300","THUIR",20,7.1,39.6
"660006305","LA CLINIQUE MUTUALISTE CATALANE","66200","ELNE",13,4.6,44.2
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66000","PERPIGNAN",143,24.4,24.4
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66200","ELNE",38,6.5,30.9
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66380","PIA",27,4.6,35.5
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66600","RIVESALTES",21,3.6,39.1
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66300","THUIR",20,3.4,42.5
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66700","ARGELÈS-SUR-MER",18,3.1,45.6
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66140","CANET EN ROUSSILLON",17,2.9,48.5
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66430","BOMPAS",14,2.4,50.9
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66400","CÉRET",13,2.2,55.3
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66690","SORÈDE",13,2.2,57.5
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66240","ST ESTEVE",13,2.2,53.1
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66530","CLAIRA",12,2.1,61.7
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66330","CABESTANY",12,2.1,59.6
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66750","SAINT-CYPRIEN",11,1.9,67.4
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66250","ST LAURENT DE LA SALANQUE",11,1.9,63.6
"660780669","CLINIQUE NOTRE DAME D ESPERANCE","66270","LE SOLER",11,1.9,65.5
"660780784","CLINIQUE SAINT PIERRE","66000","PERPIGNAN",114,26.9,26.9
"660780784","CLINIQUE SAINT PIERRE","66300","THUIR",29,6.8,33.7
"660780784","CLINIQUE SAINT PIERRE","66200","ELNE",23,5.4,39.1
"660780784","CLINIQUE SAINT PIERRE","66600","RIVESALTES",17,4,43.1
"660780784","CLINIQUE SAINT PIERRE","66250","ST LAURENT DE LA SALANQUE",12,2.8,45.9
"660780784","CLINIQUE SAINT PIERRE","66380","PIA",12,2.8,48.7
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67000","STRASBOURG",180,20.7,20.7
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67380","LINGOLSHEIM",30,3.4,24.1
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67300","SCHILTIGHEIM",27,3.1,27.2
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67400","ILLKIRCH-GRAFFENSTADEN",26,3,30.2
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67800","BISCHHEIM",26,3,33.2
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67210","OBERNAI",20,2.3,35.5
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67120","MOLSHEIM",18,2.1,37.6
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67240","BISCHWILLER",16,1.8,39.4
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67150","ERSTEIN",15,1.7,41.1
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67C03","BRUMATH",15,1.7,42.8
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","88100","ST DIE DES VOSGES",14,1.6,44.4
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67450","MUNDOLSHEIM",11,1.3,47
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67205","OBERHAUSBERGEN",11,1.3,45.7
"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL","67C02","LA BROQUE",11,1.3,48.3
"670000165","CH SAINTE-CATHERINE DE SAVERNE","67700","SAVERNE",28,11.5,11.5
"670000165","CH SAINTE-CATHERINE DE SAVERNE","57400","SARREBOURG",26,10.7,22.2
"670000165","CH SAINTE-CATHERINE DE SAVERNE","57370","PHALSBOURG",19,7.8,30
"670000165","CH SAINTE-CATHERINE DE SAVERNE","67330","BOUXWILLER",12,4.9,34.9
"670000165","CH SAINTE-CATHERINE DE SAVERNE","57930","FENETRANGE",11,4.5,39.4
"670000165","CH SAINTE-CATHERINE DE SAVERNE","67310","WASSELONNE",11,4.5,48.4
"670000165","CH SAINTE-CATHERINE DE SAVERNE","67260","SARRE UNION",11,4.5,43.9
"670018068","CLINIQUE RHENA GCS","67000","STRASBOURG",379,29.4,29.4
"670018068","CLINIQUE RHENA GCS","67300","SCHILTIGHEIM",42,3.3,32.7
"670018068","CLINIQUE RHENA GCS","67380","LINGOLSHEIM",38,2.9,35.6
"670018068","CLINIQUE RHENA GCS","67500","HAGUENAU",35,2.7,41
"670018068","CLINIQUE RHENA GCS","67120","MOLSHEIM",35,2.7,38.3
"670018068","CLINIQUE RHENA GCS","67400","ILLKIRCH-GRAFFENSTADEN",31,2.4,43.4
"670018068","CLINIQUE RHENA GCS","67230","BENFELD",30,2.3,45.7
"670018068","CLINIQUE RHENA GCS","67800","BISCHHEIM",29,2.2,47.9
"670018068","CLINIQUE RHENA GCS","67150","ERSTEIN",27,2.1,50
"670018068","CLINIQUE RHENA GCS","67540","OSTWALD",26,2,52
"670018068","CLINIQUE RHENA GCS","67600","SELESTAT",24,1.9,55.8
"670018068","CLINIQUE RHENA GCS","67190","MUTZIG",24,1.9,53.9
"670018068","CLINIQUE RHENA GCS","67210","OBERNAI",23,1.8,57.6
"670018068","CLINIQUE RHENA GCS","67C03","BRUMATH",23,1.8,59.4
"670018068","CLINIQUE RHENA GCS","67310","WASSELONNE",19,1.5,60.9
"670018068","CLINIQUE RHENA GCS","67140","BARR",18,1.4,62.3
"670018068","CLINIQUE RHENA GCS","67C01","TRUCHTERSHEIM",18,1.4,63.7
"670018068","CLINIQUE RHENA GCS","67117","ITTENHEIM",17,1.3,65
"670018068","CLINIQUE RHENA GCS","67640","FEGERSHEIM",15,1.2,67.4
"670018068","CLINIQUE RHENA GCS","67270","HOCHFELDEN",15,1.2,66.2
"670018068","CLINIQUE RHENA GCS","67C02","LA BROQUE",14,1.1,70.7
"670018068","CLINIQUE RHENA GCS","67240","BISCHWILLER",14,1.1,69.6
"670018068","CLINIQUE RHENA GCS","67114","ESCHAU",14,1.1,68.5
"670018068","CLINIQUE RHENA GCS","67860","RHINAU",13,1,71.7
"670018068","CLINIQUE RHENA GCS","67118","GEISPOLSHEIM",11,0.9,72.6
"670018068","CLINIQUE RHENA GCS","67450","MUNDOLSHEIM",11,0.9,73.5
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67000","STRASBOURG",186,25.7,25.7
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67300","SCHILTIGHEIM",27,3.7,29.4
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67800","BISCHHEIM",23,3.2,32.6
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67500","HAGUENAU",19,2.6,35.2
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67120","MOLSHEIM",18,2.5,37.7
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67230","BENFELD",18,2.5,40.2
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67540","OSTWALD",17,2.3,44.8
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67400","ILLKIRCH-GRAFFENSTADEN",17,2.3,42.5
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67C03","BRUMATH",14,1.9,46.7
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67110","REICHSHOFFEN",13,1.8,48.5
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67C02","LA BROQUE",12,1.7,53.6
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67150","ERSTEIN",12,1.7,50.2
"670780170","CLINIQUE DE L'ORANGERIE STRASB.","67380","LINGOLSHEIM",12,1.7,51.9
"670780212","CLINIQUE SAINTE-ANNE - GHSV","67000","STRASBOURG",129,26.9,26.9
"670780212","CLINIQUE SAINTE-ANNE - GHSV","67800","BISCHHEIM",40,8.3,35.2
"670780212","CLINIQUE SAINTE-ANNE - GHSV","67300","SCHILTIGHEIM",35,7.3,42.5
"670780212","CLINIQUE SAINTE-ANNE - GHSV","67400","ILLKIRCH-GRAFFENSTADEN",15,3.1,45.6
"670780212","CLINIQUE SAINTE-ANNE - GHSV","67C02","LA BROQUE",13,2.7,48.3
