"finessGeo_index","Hospital_index","TOT_etb","TOT_compet","finessGeo_competitor","Hospital_competitor"
"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES",17,2,"350000147","GHRE - SITE SAINT MALO BROUSSAIS"
"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES",17,2,"490014909","CLINIQUE DE L'ANJOU"
"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES",17,2,"560008799","CLINIQUE OCEANE"
"350000147","GHRE - SITE SAINT MALO BROUSSAIS",126,15,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"350000147","GHRE - SITE SAINT MALO BROUSSAIS",126,13,"220005599","POLYCLINIQUE DU PAYS DE RANCE"
"350000147","GHRE - SITE SAINT MALO BROUSSAIS",76,4,"350000741","CHRU RENNES SITE PONTCHAILLOU"
"350000147","GHRE - SITE SAINT MALO BROUSSAIS",30,2,"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES"
"350000147","GHRE - SITE SAINT MALO BROUSSAIS",30,2,"500000146","HÃ”PITAL PRIVÃ‰ DE LA BAIE"
"350000741","CHRU RENNES SITE PONTCHAILLOU",12,169,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"350000741","CHRU RENNES SITE PONTCHAILLOU",12,17,"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES"
"350000741","CHRU RENNES SITE PONTCHAILLOU",12,2,"350000147","GHRE - SITE SAINT MALO BROUSSAIS"
"350000741","CHRU RENNES SITE PONTCHAILLOU",12,2,"490014909","CLINIQUE DE L'ANJOU"
"350000741","CHRU RENNES SITE PONTCHAILLOU",12,2,"560008799","CLINIQUE OCEANE"
"360000129","CLINIQUE ST FRANCOIS",110,38,"870000288","CLINIQUE FRANÃ‡OIS CHENIEUX"
"360000129","CLINIQUE ST FRANCOIS",97,13,"870000064","CHU DUPUYTREN LIMOGES"
"360000129","CLINIQUE ST FRANCOIS",41,9,"180004145","HÃ”PITAL PRIVÃ‰ GUILLAUME DE VARYE"
"360000129","CLINIQUE ST FRANCOIS",80,5,"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE"
"360000129","CLINIQUE ST FRANCOIS",84,5,"860000223","CHU LA MILETRIE"
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +",394,112,"370004467","CHRU TROUSSEAU - CHAMBRAY"
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +",350,111,"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI"
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +",67,14,"410000020","CH BLOIS SIMONE VEIL"
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +",182,14,"490014909","CLINIQUE DE L'ANJOU"
"370000093","SAS NOUVELLE CLINIQUE DE TOURS +",159,7,"780300414","CH PRIVÃ‰ DE L EUROPE"
"370004467","CHRU TROUSSEAU - CHAMBRAY",54,126,"370000093","SAS NOUVELLE CLINIQUE DE TOURS +"
"370004467","CHRU TROUSSEAU - CHAMBRAY",54,45,"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI"
"370004467","CHRU TROUSSEAU - CHAMBRAY",41,7,"490014909","CLINIQUE DE L'ANJOU"
"370004467","CHRU TROUSSEAU - CHAMBRAY",41,4,"780300414","CH PRIVÃ‰ DE L EUROPE"
"370004467","CHRU TROUSSEAU - CHAMBRAY",54,3,"750300360","HÃ”PITAL PRIVÃ‰ DES PEUPLIERS"
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI",59,133,"370000093","SAS NOUVELLE CLINIQUE DE TOURS +"
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI",59,60,"370004467","CHRU TROUSSEAU - CHAMBRAY"
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI",24,7,"490014909","CLINIQUE DE L'ANJOU"
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI",24,4,"780300414","CH PRIVÃ‰ DE L EUROPE"
"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI",45,3,"750300360","HÃ”PITAL PRIVÃ‰ DES PEUPLIERS"
"380000067","HÃ”PITAL NORD - CHU38",197,226,"380785956","CLINIQUE DES CEDRES"
"380000067","HÃ”PITAL NORD - CHU38",197,122,"690780648","CLINIQUE DE LA SAUVEGARDE"
"380000067","HÃ”PITAL NORD - CHU38",184,117,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"380000067","HÃ”PITAL NORD - CHU38",197,54,"690023239","CLINIQUE DU PARC"
"380000067","HÃ”PITAL NORD - CHU38",197,29,"690780390","POLYCLINIQUE DE RILLIEUX"
"380000174","CH LUCIEN HUSSEL DE VIENNE",112,109,"690780648","CLINIQUE DE LA SAUVEGARDE"
"380000174","CH LUCIEN HUSSEL DE VIENNE",112,73,"690023239","CLINIQUE DU PARC"
"380000174","CH LUCIEN HUSSEL DE VIENNE",112,52,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"380000174","CH LUCIEN HUSSEL DE VIENNE",112,22,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"380000174","CH LUCIEN HUSSEL DE VIENNE",112,17,"380785956","CLINIQUE DES CEDRES"
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE",111,182,"380785956","CLINIQUE DES CEDRES"
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE",111,145,"380000067","HÃ”PITAL NORD - CHU38"
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE",111,79,"690780648","CLINIQUE DE LA SAUVEGARDE"
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE",111,32,"690023239","CLINIQUE DU PARC"
"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE",111,17,"690780390","POLYCLINIQUE DE RILLIEUX"
"380780197","CLINIQUE SAINT VINCENT DE PAUL",256,206,"690780648","CLINIQUE DE LA SAUVEGARDE"
"380780197","CLINIQUE SAINT VINCENT DE PAUL",256,186,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"380780197","CLINIQUE SAINT VINCENT DE PAUL",256,96,"690023239","CLINIQUE DU PARC"
"380780197","CLINIQUE SAINT VINCENT DE PAUL",240,59,"380785956","CLINIQUE DES CEDRES"
"380780197","CLINIQUE SAINT VINCENT DE PAUL",245,54,"690783154","HÃ”PITAL EDOUARD HERRIOT - HCL"
"380785956","CLINIQUE DES CEDRES",520,512,"690780648","CLINIQUE DE LA SAUVEGARDE"
"380785956","CLINIQUE DES CEDRES",505,411,"690023239","CLINIQUE DU PARC"
"380785956","CLINIQUE DES CEDRES",427,261,"380000067","HÃ”PITAL NORD - CHU38"
"380785956","CLINIQUE DES CEDRES",384,230,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"380785956","CLINIQUE DES CEDRES",427,205,"380012658","GROUPEMENT HOSPITALIER MUTUALISTE DE GRENOBLE"
"400000105","CH DAX",335,150,"640018206","CLINIQUE BELHARRA"
"400000105","CH DAX",309,54,"640000162","CH COTE BASQUE"
"400000105","CH DAX",85,21,"640780946","POLYCLINIQUE PAU PYRENEES SITE NAVARRE"
"400000105","CH DAX",91,6,"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU"
"400000105","CH DAX",73,6,"640000600","CH DE PAU"
"410000020","CH BLOIS SIMONE VEIL",122,42,"370000093","SAS NOUVELLE CLINIQUE DE TOURS +"
"410000020","CH BLOIS SIMONE VEIL",122,37,"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE"
"410000020","CH BLOIS SIMONE VEIL",88,14,"370004467","CHRU TROUSSEAU - CHAMBRAY"
"410000020","CH BLOIS SIMONE VEIL",88,11,"370007569","PÃ”LE SANTÃ‰ LÃ‰ONARD DE VINCI"
"410000020","CH BLOIS SIMONE VEIL",49,6,"180004145","HÃ”PITAL PRIVÃ‰ GUILLAUME DE VARYE"
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE",829,649,"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE"
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE",788,189,"420785354","HÃ”PITAL NORD - CHU42"
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE",607,77,"690780648","CLINIQUE DE LA SAUVEGARDE"
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE",576,62,"690023239","CLINIQUE DU PARC"
"420010050","CLINIQUE MUTUALISTE DE LA LOIRE",410,16,"690780390","POLYCLINIQUE DE RILLIEUX"
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE",647,699,"420010050","CLINIQUE MUTUALISTE DE LA LOIRE"
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE",632,163,"420785354","HÃ”PITAL NORD - CHU42"
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE",522,62,"690780648","CLINIQUE DE LA SAUVEGARDE"
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE",488,52,"690023239","CLINIQUE DU PARC"
"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE",435,14,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"420785354","HÃ”PITAL NORD - CHU42",115,334,"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE"
"420785354","HÃ”PITAL NORD - CHU42",115,316,"420010050","CLINIQUE MUTUALISTE DE LA LOIRE"
"420785354","HÃ”PITAL NORD - CHU42",104,38,"690780648","CLINIQUE DE LA SAUVEGARDE"
"420785354","HÃ”PITAL NORD - CHU42",115,36,"690023239","CLINIQUE DU PARC"
"420785354","HÃ”PITAL NORD - CHU42",104,7,"690780655","HÃ”PITAL PRIVÃ‰ DE L'EST LYONNAIS"
"430000117","CH EMILE ROUX LE PUY",74,9,"420010050","CLINIQUE MUTUALISTE DE LA LOIRE"
"430000117","CH EMILE ROUX LE PUY",63,8,"420011413","HÃ”PITAL PRIVÃ‰ DE LA LOIRE"
"430000117","CH EMILE ROUX LE PUY",51,6,"690780648","CLINIQUE DE LA SAUVEGARDE"
"430000117","CH EMILE ROUX LE PUY",51,5,"420785354","HÃ”PITAL NORD - CHU42"
"430000117","CH EMILE ROUX LE PUY",36,3,"690023239","CLINIQUE DU PARC"
"440000271","CHU DE NANTES SITE HOTEL DIEU HME",242,353,"440000412","CLINIQUE BRETECHE VIAUD"
"440000271","CHU DE NANTES SITE HOTEL DIEU HME",242,283,"440033819","SANTÃ‰ ATLANTIQUE"
"440000271","CHU DE NANTES SITE HOTEL DIEU HME",242,216,"440029338","CLINIQUE MUTUALISTE JULES VERNE"
"440000271","CHU DE NANTES SITE HOTEL DIEU HME",168,62,"490014909","CLINIQUE DE L'ANJOU"
"440000271","CHU DE NANTES SITE HOTEL DIEU HME",160,29,"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE"
"440000412","CLINIQUE BRETECHE VIAUD",454,330,"440033819","SANTÃ‰ ATLANTIQUE"
"440000412","CLINIQUE BRETECHE VIAUD",454,322,"440029338","CLINIQUE MUTUALISTE JULES VERNE"
"440000412","CLINIQUE BRETECHE VIAUD",454,287,"440000271","CHU DE NANTES SITE HOTEL DIEU HME"
"440000412","CLINIQUE BRETECHE VIAUD",325,67,"490014909","CLINIQUE DE L'ANJOU"
"440000412","CLINIQUE BRETECHE VIAUD",255,31,"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE"
"440029338","CLINIQUE MUTUALISTE JULES VERNE",407,449,"440000412","CLINIQUE BRETECHE VIAUD"
"440029338","CLINIQUE MUTUALISTE JULES VERNE",383,301,"440033819","SANTÃ‰ ATLANTIQUE"
"440029338","CLINIQUE MUTUALISTE JULES VERNE",407,277,"440000271","CHU DE NANTES SITE HOTEL DIEU HME"
"440029338","CLINIQUE MUTUALISTE JULES VERNE",249,71,"490014909","CLINIQUE DE L'ANJOU"
"440029338","CLINIQUE MUTUALISTE JULES VERNE",155,10,"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE"
"440033819","SANTÃ‰ ATLANTIQUE",367,409,"440000412","CLINIQUE BRETECHE VIAUD"
"440033819","SANTÃ‰ ATLANTIQUE",349,276,"440029338","CLINIQUE MUTUALISTE JULES VERNE"
"440033819","SANTÃ‰ ATLANTIQUE",367,274,"440000271","CHU DE NANTES SITE HOTEL DIEU HME"
"440033819","SANTÃ‰ ATLANTIQUE",190,43,"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE"
"440033819","SANTÃ‰ ATLANTIQUE",186,11,"490014909","CLINIQUE DE L'ANJOU"
"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE",366,54,"440033819","SANTÃ‰ ATLANTIQUE"
"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE",309,52,"440000271","CHU DE NANTES SITE HOTEL DIEU HME"
"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE",367,47,"440000412","CLINIQUE BRETECHE VIAUD"
"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE",231,21,"560008799","CLINIQUE OCEANE"
"440050433","CLINIQUE MUTUALISTE DE L'ESTUAIRE",217,15,"440029338","CLINIQUE MUTUALISTE JULES VERNE"
"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE",343,99,"450010079","ORELIANCE - LONGUES ALLEES"
"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE",103,19,"410000020","CH BLOIS SIMONE VEIL"
"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE",211,19,"910300177","CLINIQUE DE L'YVETTE"
"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE",226,10,"750300071","HÃ”PITAL PRIVÃ‰ GEOFFROY SAINT HILAIRE"
"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE",158,9,"890975550","CH SENS"
"450010079","ORELIANCE - LONGUES ALLEES",42,113,"450002613","CHRU ORLEANS - HÃ”PITAL DE LA SOURCE"
"450010079","ORELIANCE - LONGUES ALLEES",28,4,"750300360","HÃ”PITAL PRIVÃ‰ DES PEUPLIERS"
"450010079","ORELIANCE - LONGUES ALLEES",42,4,"910300177","CLINIQUE DE L'YVETTE"
"450010079","ORELIANCE - LONGUES ALLEES",42,3,"750150104","INSTITUT MUTUALISTE MONTSOURIS"
"450010079","ORELIANCE - LONGUES ALLEES",28,3,"750301145","CLINIQUE DU MONT LOUIS"
"460000045","CH FIGEAC SITE MARTIN MALVY",46,26,"310781000","CLINIQUE DES CEDRES"
"460000045","CH FIGEAC SITE MARTIN MALVY",16,11,"810101170","CLINIQUE TOULOUSE LAUTREC"
"460000045","CH FIGEAC SITE MARTIN MALVY",46,3,"310783055","HÃ”PITAL DE RANGUEIL CHU TOULOUSE"
"460000045","CH FIGEAC SITE MARTIN MALVY",16,3,"340015502","CLINIQUE LE MILLENAIRE"
"460000045","CH FIGEAC SITE MARTIN MALVY",16,3,"340782036","HÃ”PITAL ST ELOI CHU MONTPELLIER"
"470000027","CLINIQUE ESQUIROL - SAINT-HILAIRE",95,44,"470000423","CH AGEN NERAC - HÃ”PITAL SAINT-ESPRIT"
"470000027","CLINIQUE ESQUIROL - SAINT-HILAIRE",95,27,"470016049","GCS POLE DE SANTÃ‰ DU VILLENEUVOIS"
"470000027","CLINIQUE ESQUIROL - SAINT-HILAIRE",69,8,"310781000","CLINIQUE DES CEDRES"
"470000027","CLINIQUE ESQUIROL - SAINT-HILAIRE",28,4,"330783648","HÃ”PITAL HAUT-LEVEQUE - CHU"
"470000027","CLINIQUE ESQUIROL - SAINT-HILAIRE",28,2,"310780283","NOUVELLE CLINIQUE DE L'UNION"
"470000423","CH AGEN NERAC - HÃ”PITAL SAINT-ESPRIT",38,34,"470000027","CLINIQUE ESQUIROL - SAINT-HILAIRE"
"470000423","CH AGEN NERAC - HÃ”PITAL SAINT-ESPRIT",38,31,"470016049","GCS POLE DE SANTÃ‰ DU VILLENEUVOIS"
"470000423","CH AGEN NERAC - HÃ”PITAL SAINT-ESPRIT",38,12,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"470000423","CH AGEN NERAC - HÃ”PITAL SAINT-ESPRIT",38,5,"310781000","CLINIQUE DES CEDRES"
"470000423","CH AGEN NERAC - HÃ”PITAL SAINT-ESPRIT",13,4,"330000340","MSP BORDEAUX BAGATELLE"
"470016049","GCS POLE DE SANTÃ‰ DU VILLENEUVOIS",151,56,"470000423","CH AGEN NERAC - HÃ”PITAL SAINT-ESPRIT"
"470016049","GCS POLE DE SANTÃ‰ DU VILLENEUVOIS",151,55,"470000027","CLINIQUE ESQUIROL - SAINT-HILAIRE"
"470016049","GCS POLE DE SANTÃ‰ DU VILLENEUVOIS",68,26,"330781402","NOUVELLE CLINIQUE BORDEAUX TONDU"
"470016049","GCS POLE DE SANTÃ‰ DU VILLENEUVOIS",151,16,"310781000","CLINIQUE DES CEDRES"
"470016049","GCS POLE DE SANTÃ‰ DU VILLENEUVOIS",110,10,"330780529","CLINIQUE MUTUALISTE DE PESSAC"
"490000049","CHU ANGERS SITE LARREY",29,189,"490014909","CLINIQUE DE L'ANJOU"
"490000049","CHU ANGERS SITE LARREY",29,3,"440000412","CLINIQUE BRETECHE VIAUD"
"490000049","CHU ANGERS SITE LARREY",29,2,"440033819","SANTÃ‰ ATLANTIQUE"
"490000049","CHU ANGERS SITE LARREY",29,2,"750301145","CLINIQUE DU MONT LOUIS"
"490000049","CHU ANGERS SITE LARREY",29,2,"780300208","CLINIQUE SAINT LOUIS"
"490014909","CLINIQUE DE L'ANJOU",1281,128,"490000049","CHU ANGERS SITE LARREY"
"490014909","CLINIQUE DE L'ANJOU",113,96,"720000199","CLINIQUE DU PRE"
"490014909","CLINIQUE DE L'ANJOU",71,58,"720017748","CENTRE MÃ‰DICO-CHIRURGICAL DU MANS"
"490014909","CLINIQUE DE L'ANJOU",538,42,"440000271","CHU DE NANTES SITE HOTEL DIEU HME"
"490014909","CLINIQUE DE L'ANJOU",176,38,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"500000146","HÃ”PITAL PRIVÃ‰ DE LA BAIE",25,14,"500000450","CH SAINT-LO"
"500000146","HÃ”PITAL PRIVÃ‰ DE LA BAIE",25,6,"140000290","CLINIQUE NOTRE DAME"
"500000146","HÃ”PITAL PRIVÃ‰ DE LA BAIE",25,6,"500000203","HÃ”PITAL PRIVÃ‰ CENTRE MANCHE SAINT LO"
"500000146","HÃ”PITAL PRIVÃ‰ DE LA BAIE",25,5,"140000209","CHU CAEN"
"500000146","HÃ”PITAL PRIVÃ‰ DE LA BAIE",13,5,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"500000187","CHPC - SITE CHERBOURG",129,149,"500002357","POLYCLINIQUE DU COTENTIN"
"500000187","CHPC - SITE CHERBOURG",129,26,"140000209","CHU CAEN"
"500000187","CHPC - SITE CHERBOURG",129,12,"500000450","CH SAINT-LO"
"500000187","CHPC - SITE CHERBOURG",129,8,"500000203","HÃ”PITAL PRIVÃ‰ CENTRE MANCHE SAINT LO"
"500000187","CHPC - SITE CHERBOURG",95,6,"140017237","HÃ”PITAL PRIVÃ‰ ST MARTIN"
"500000450","CH SAINT-LO",92,26,"500000203","HÃ”PITAL PRIVÃ‰ CENTRE MANCHE SAINT LO"
"500000450","CH SAINT-LO",68,12,"140000209","CHU CAEN"
"500000450","CH SAINT-LO",79,6,"140016759","POLYCLINIQUE DU PARC"
"500000450","CH SAINT-LO",51,5,"500002357","POLYCLINIQUE DU COTENTIN"
"500000450","CH SAINT-LO",68,4,"140000290","CLINIQUE NOTRE DAME"
"500002357","POLYCLINIQUE DU COTENTIN",173,141,"500000187","CHPC - SITE CHERBOURG"
"500002357","POLYCLINIQUE DU COTENTIN",173,30,"140000209","CHU CAEN"
"500002357","POLYCLINIQUE DU COTENTIN",173,17,"500000450","CH SAINT-LO"
"500002357","POLYCLINIQUE DU COTENTIN",173,13,"500000203","HÃ”PITAL PRIVÃ‰ CENTRE MANCHE SAINT LO"
"500002357","POLYCLINIQUE DU COTENTIN",125,7,"140016759","POLYCLINIQUE DU PARC"
"510002447","HÃ”PITAL ROBERT DEBRE CHU REIMS",128,338,"510024979","POLYCLINIQUE DE BEZANNES"
"510002447","HÃ”PITAL ROBERT DEBRE CHU REIMS",116,170,"080010473","GCS TERRIT ARDEN NORD SITE CH CHARLEVI"
"510002447","HÃ”PITAL ROBERT DEBRE CHU REIMS",128,35,"750100232","GHU APHP NUP SITE BICHAT C BERNARD"
"510002447","HÃ”PITAL ROBERT DEBRE CHU REIMS",116,11,"590008041","POLYCLINIQUE VAUBAN"
"510002447","HÃ”PITAL ROBERT DEBRE CHU REIMS",104,7,"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC"
"510024979","POLYCLINIQUE DE BEZANNES",689,220,"510002447","HÃ”PITAL ROBERT DEBRE CHU REIMS"
"510024979","POLYCLINIQUE DE BEZANNES",463,180,"080010473","GCS TERRIT ARDEN NORD SITE CH CHARLEVI"
"510024979","POLYCLINIQUE DE BEZANNES",371,137,"020000519","CH SOISSONS"
"510024979","POLYCLINIQUE DE BEZANNES",602,67,"750100232","GHU APHP NUP SITE BICHAT C BERNARD"
"510024979","POLYCLINIQUE DE BEZANNES",354,34,"600100754","POLYCLINIQUE SAINT-COME SA"
"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR",60,38,"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS"
"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR",60,18,"540000486","POLYCLINIQUE DE GENTILLY"
"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR",60,15,"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE"
"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR",12,1,"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC"
"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR",12,1,"570000083","CLINIQUE SAINT NABOR"
"540000486","POLYCLINIQUE DE GENTILLY",36,59,"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS"
"540000486","POLYCLINIQUE DE GENTILLY",36,40,"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE"
"540000486","POLYCLINIQUE DE GENTILLY",36,13,"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR"
"540000486","POLYCLINIQUE DE GENTILLY",36,9,"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL"
"540000486","POLYCLINIQUE DE GENTILLY",21,5,"590008041","POLYCLINIQUE VAUBAN"
"540001096","CH DE MT ST MARTIN",127,20,"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS"
"540001096","CH DE MT ST MARTIN",114,6,"570000349","HÃ”PITAL BEL AIR DE THIONVILLE - CHR"
"540001096","CH DE MT ST MARTIN",47,2,"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE"
"540001096","CH DE MT ST MARTIN",40,2,"570026682","HÃ”PITAL DE MERCY - CHR METZ THIONVILLE"
"540001096","CH DE MT ST MARTIN",17,1,"080010473","GCS TERRIT ARDEN NORD SITE CH CHARLEVI"
"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS",344,151,"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE"
"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS",344,113,"540000486","POLYCLINIQUE DE GENTILLY"
"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS",252,87,"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR"
"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS",202,39,"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL"
"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS",82,21,"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC"
"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE",93,123,"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS"
"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE",93,66,"540000486","POLYCLINIQUE DE GENTILLY"
"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE",77,38,"540000478","NOUVELLE CLINIQUE LOUIS PASTEUR"
"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE",68,12,"670000025","HÃ”PITAL CIVIL / NOUVEL HÃ”PITAL CIVIL"
"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE",23,5,"590008041","POLYCLINIQUE VAUBAN"
"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC",13,8,"540002698","CHRU NANCY - HÃ”PITAUX DE BRABOIS"
"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC",13,6,"540026895","HÃ”PITAL PRIVÃ‰ NANCY LORRAINE"
"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC",13,5,"080010473","GCS TERRIT ARDEN NORD SITE CH CHARLEVI"
"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC",13,4,"540001096","CH DE MT ST MARTIN"
"550000178","POLYCLINIQUE DU PARC - BAR-LE-DUC",13,2,"510024979","POLYCLINIQUE DE BEZANNES"
"560000127","CHBA SITE DE VANNES",75,180,"560008799","CLINIQUE OCEANE"
"560000127","CHBA SITE DE VANNES",49,12,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"560000127","CHBA SITE DE VANNES",23,3,"350000139","CLINIQUE MUTUALISTE LA SAGESSE RENNES"
"560000127","CHBA SITE DE VANNES",11,2,"350000741","CHRU RENNES SITE PONTCHAILLOU"
"560000127","CHBA SITE DE VANNES",26,2,"440033819","SANTÃ‰ ATLANTIQUE"
"560000135","GHBS- HÃ”PITAL DU SCORFF",138,79,"560029068","GCS CLINIQUE DU TER"
"560000135","GHBS- HÃ”PITAL DU SCORFF",138,42,"560008799","CLINIQUE OCEANE"
"560000135","GHBS- HÃ”PITAL DU SCORFF",29,10,"290036540","CLINIQUE MUTUALISTE BRETAGNE OCCIDENTALE"
"560000135","GHBS- HÃ”PITAL DU SCORFF",79,9,"560000143","CHCB SITE KERIO"
"560000135","GHBS- HÃ”PITAL DU SCORFF",65,5,"290000025","CHIC QUIMPER"
"560000143","CHCB SITE KERIO",94,55,"560008799","CLINIQUE OCEANE"
"560000143","CHCB SITE KERIO",94,12,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"560000143","CHCB SITE KERIO",51,11,"560000127","CHBA SITE DE VANNES"
"560000143","CHCB SITE KERIO",49,11,"560000135","GHBS- HÃ”PITAL DU SCORFF"
"560000143","CHCB SITE KERIO",16,5,"220022800","HÃ”PITAL PRIVÃ‰ DES COTES D'ARMOR"
"560008799","CLINIQUE OCEANE",383,124,"560000127","CHBA SITE DE VANNES"
"560008799","CLINIQUE OCEANE",90,49,"560000135","GHBS- HÃ”PITAL DU SCORFF"
"560008799","CLINIQUE OCEANE",223,33,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"560008799","CLINIQUE OCEANE",57,33,"560029068","GCS CLINIQUE DU TER"
"560008799","CLINIQUE OCEANE",194,19,"560000143","CHCB SITE KERIO"
"560029068","GCS CLINIQUE DU TER",62,104,"560000135","GHBS- HÃ”PITAL DU SCORFF"
"560029068","GCS CLINIQUE DU TER",62,37,"560008799","CLINIQUE OCEANE"
"560029068","GCS CLINIQUE DU TER",39,6,"560000143","CHCB SITE KERIO"
"560029068","GCS CLINIQUE DU TER",40,4,"350000121","CH PRIVÃ‰ ST-GREGOIRE"
"560029068","GCS CLINIQUE DU TER",28,3,"290000215","POLYCLINIQUE QUIMPER SUD"
