"finessGeo","code_geo","annee","rs","statut","adresse","code_postal","ville","longitude","latitude","code_dep","lib_dep","code_reg","lib_reg","cso","LAB_SOFFCO"
"590060893","59113",2019,"CH SECLIN","public","RUE D'APOLDA",59113,"SECLIN","3.015366995","50.543335212","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590060901","59120",2025,"SANTÉLYS SITE CHU LILLE","public academic","351 RUE AMBROISE PARÉ",59120,"LOOS","3.0329274489","50.602037732","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590062279","59000",2025,"CCIAL","public academic",NA,NA,NA,NA,NA,"59","NORD","32","HAUTS-DE-FRANCE",0,0
"590064184","59134",2025,"UNITÉ DE DIALYSE D'HERLIES","private for profit",NA,NA,NA,NA,NA,"59","NORD","32","HAUTS-DE-FRANCE",0,0
"590064812","59230",2025,"CENTRE D'AUTODIALYSE ADH DE ST AMAND","private for profit","",59230,"SAINT AMAND LES EAUX","3.4287416943","50.448990653","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590065223","59300",2025,"SHAB LABORATOIRE VALENCIENNES","private not-for-profit","AVENUE DESANDROUIN",59300,"VALENCIENNES","3.493061639","50.362675758","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590065462","59210",2025,"SANTÉLYS DIALYSE À DOMICILE CH DUNKERQ","private for profit","6 AVENUE DES DEUX STEENDAM",59210,"COUDEKERQUE BRANCHE","2.4013143872","51.025048963","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590065470","59440",2025,"SANTÉLYS DIALYSE À DOMICILE MAUBEUGE","private for profit","RUE JEAN COIN",59440,"DOURLERS","3.9388844085","50.173925586","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590065488","59141",2025,"SANTÉLYS DIALYSE À DOMICILE IWUY","private for profit","RUE PASTEUR",59141,"IWUY","3.3195850487","50.237896693","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590065744","59270",2025,"UNITÉ D'AUTODIALYSE ASSISTEE BAILLEUL","private for profit","23 RUE ARNOULD STRAETE",59270,"BAILLEUL","2.7359459476","50.736099613","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590780060","59490",2025,"INSTITUT OPHTALMIQUE","private for profit","28 RUE ANATOLE FRANCE",59490,"SOMAIN","3.277773165","50.359173259","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590780094","59187",2025,"CENTRE LEONARD DE VINCI","private for profit","ROUTE CAMBRAI",59187,"DECHY","3.1035026484","50.333119032","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590780250","59810",2025,"CLINIQUE LILLE-SUD","private for profit","96 RUE GUSTAVE DELORY",59813,"LESQUIN","3.0884909983","50.587650886","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590780268","59000",2025,"POLYCLINIQUE DU BOIS","private for profit","44 RUE MARX DORMOY",59000,"LILLE","3.0327227663","50.634202304","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590780284","59000",2025,"GCS GHICL HÔPITAL ST PHILIBERT","private not-for-profit","115 RUE DU GRAND BUT",59462,"LILLE","2.9748882324","50.651784427","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590780342","59000",2025,"CLINIQUE AMBROISE PARE","private for profit","4 AVENUE EMILE ZOLA",59800,"LILLE","3.0857626088","50.649334363","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590780383","59000",2025,"POLYCLINIQUE DE LA LOUVIERE","private for profit","69 RUE DE LA LOUVIERE",59042,"LILLE","3.0857444934","50.64699214","59","NORD","32","HAUTS-DE-FRANCE",0,1
"590781571","59400",2025,"CLINIQUE DU CAMBRESIS","private for profit","102 BOULEVARD FAIDHERBE",59400,"CAMBRAI","3.2334159571","50.180853849","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590781951","59700",2025,"CLINIQUE DU CROISE LAROCHE SA","private for profit","199 RUE DE LA RIANDERIE",59700,"MARCQ EN BAROEUL","3.100857296","50.666256876","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590782256","59300",2025,"CLINIQUE DES DENTELLIERES","private for profit","8 AVENUE VAUBAN",59300,"VALENCIENNES","3.5118602385","50.360453507","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590782298","59880",2025,"CLINIQUE DU PARC","private for profit","62 RUE HENRI BARBUSSE",59880,"SAINT SAULVE","3.5481139402","50.37102647","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590782496","59100",2017,"CLINIQUE SAINT JEAN","private for profit","34 RUE SAINT-JEAN",59100,"ROUBAIX","3.1783385","50.686384","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590782546","59491",2025,"CLINIQUE DE VILLENEUVE D'ASCQ","private for profit","109 RUE D'HEM",59491,"VILLENEUVE D ASCQ","3.1558853866","50.653717273","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590782553","59491",2025,"HÔPITAL PRIVÉ DE VILLENEUVE D'ASCQ","private for profit","20 AVENUE DE LA RECONNAISSANCE",59650,"VILLENEUVE D ASCQ","3.1507601344","50.653364639","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590784484","59600",2025,"NEPHROCARE MAUBEUGE","private for profit","ALLEE DE LA POLYCLINIQUE",59600,"MAUBEUGE","3.9887970997","50.283181292","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590784864","59000",2025,"HÔPITAL CALMETTE CHU LILLE","public academic","BOULEVARD DU PR JULES LECLERCQ",59037,"LILLE","3.0326783048","50.609244433","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590784914","59120",2025,"SANTÉLYS DIALYSE","private for profit","351 RUE AMBROISE PARE",59120,"LOOS","3.0329274489","50.602037732","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590785374","59300",2025,"CLINIQUE TEISSIER","private not-for-profit","118 AVENUE DESANDROUINS",59304,"VALENCIENNES","3.4958287641","50.361470609","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590787586","59000",2025,"INSTITUT COEUR POUMON CHU LILLE","public academic","2 AVENUE OSCAR LAMBRET",59037,"LILLE","3.0376292722","50.609996896","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590788964","59600",2025,"POLYCLINIQUE DU PARC","private for profit","100 ROUTE D ASSEVENT",59600,"MAUBEUGE","3.9878751448","50.284050712","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590790655","59223",2025,"CLINIQUE CHIRURGICALE ST ROCH","private for profit","56 RUE DE LILLE",59223,"RONCQ","3.114366458","50.732899576","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590791091","59000",2025,"CSPA LES BATELIERS CHU LILLE","public academic","23 RUE DES BATELIERS",59037,"LILLE","3.0639508173","50.646080942","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590791562","59100",2017,"MATERNITE PAUL GELLE CH ROUBAIX","public","91 AVENUE JULIEN LAGACHE",59056,"ROUBAIX","3.2010253837","50.684504434","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590791653","59000",2025,"USN FONTAN - LINQUETTE CHR LILLE","public academic","RUE ANDRE VERHAEGUE",59037,"LILLE","3.0300417476","50.610645134","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590796975","59000",2025,"HÔPITAL SALENGRO CHU LILLE","public academic","2 AVENUE OSCAR LAMBRET",59037,"LILLE","3.0376292722","50.609996896","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590797353","59000",2025,"GCS GHICL HÔPITAL SAINT VINCENT","private not-for-profit","51 BOULEVARD DE BELFORT",59020,"LILLE","3.0729570572","50.61795054","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590801106","59100",2025,"HÔPITAL VICTOR PROVO","public","11 BOULEVARD LACORDAIRE",59056,"ROUBAIX","3.1717530582","50.678769301","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590804696","59200",2025,"CH DE TOURCOING","public","155 RUE DU PRESIDENT COTY",59208,"TOURCOING","3.1826239712","50.743621471","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590806360","59000",2025,"CLINIQUE DE LA MITTERIE","private for profit","195 RUE A DEFRENNE",59160,"LILLE","2.9925326289","50.653025156","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590806428","59552",2025,"CENTRE D'AUTODIALYSE ADH DE DOUAI","private for profit","85 BOULEVARD PASTEUR",59500,"DOUAI","3.0767574716","50.363232608","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590810099","59400",2025,"CENTRE D'AUTODIALYSE ADH DE CAMBRAI","private for profit","7 PLACE MARCELLIN BERTHELOT",59400,"CAMBRAI","3.2201696131","50.176954009","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590810941","59600",2025,"NEPHOCARE MAUBEUGE DIALYSE A DOMICILE","private for profit","ALLEE DE LA POLYCLINQUE",59600,"MAUBEUGE","3.9887970997","50.283181292","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590811006","59600",2025,"CENTRE D'AUTODIALYSE DE MAUBEUGE","private for profit","60 RUE DES CROSSEURS",59600,"MAUBEUGE","3.9807504465","50.288103449","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590811279","59000",2025,"HÔPITAL CLAUDE HURIEZ CHU LILLE","public academic","RUE MICHEL POLONOWSKI",59037,"LILLE","3.0365444711","50.611648541","59","NORD","32","HAUTS-DE-FRANCE",1,0
"590812186","59100",2025,"SERVICE D'ADDICTOLOGIE","public","20 AVENUE LAGACHE",59056,"ROUBAIX","3.1974746122","50.683128188","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590813176","59360",2025,"CLINIQUE DES HETRES","private for profit","28 BOULEVARD PATURLE",59360,"LE CATEAU CAMBRESIS","3.5359819533","50.104793296","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590813341","59370",2025,"CENTRE D'AUTODIALYSE MONS","private for profit","36 RUE PARMENTIER",59370,"MONS EN BAROEUL","3.1037188136","50.643442625","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590813382","59140",2025,"SA NOUVELLE CLINIQUE VILLETTE","private for profit","18 RUE PARMENTIER",59941,"DUNKERQUE","2.3425835742","51.027857681","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590813507","59600",2025,"POLYCLINIQUE VAL DE SAMBRE","private for profit","162 ROUTE DE MONS",59600,"MAUBEUGE","3.9759238367","50.29363711","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590813747","59610",2025,"CENTRE D'AUTODIALYSE DE FOURMIES","private for profit","25 RUE DES VERRERIES",59610,"FOURMIES","4.0520344366","50.013187371","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590815007","59174",2025,"CENTRE D'AUTODIALYSE ADH LA SENTINELLE","private for profit","8 PLACE DU CAPITAINE NICOD",59174,"LA SENTINELLE","3.4846056257","50.350256763","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590815056","59210",2025,"CLINIQUE DE FLANDRE","private for profit","300 RUE DES FORTS",59210,"COUDEKERQUE BRANCHE","2.3838336842","51.003375081","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590816310","59552",2025,"CLINIQUE ST AME","private for profit","RUE CLEMENCEAU",59552,"LAMBRES LEZ DOUAI","3.0599341514","50.355332485","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590817458","59200",2025,"CLINIQUE DE LA VICTOIRE","private for profit","1 QUAI DU HAVRE",59200,"TOURCOING","3.1577196695","50.716350697","59","NORD","32","HAUTS-DE-FRANCE",0,0
"590817839","59200",2025,"POLYCLINIQUE DU VAL DE LYS","private for profit","167 RUE NATIONALE",59200,"TOURCOING","3.147894102","50.725075668","59","NORD","32","HAUTS-DE-FRANCE",0,0
"600000020","60800",2015,"HL CRÉPY-EN-VALOIS","public","16 RUE SAINT LAZARE",60803,"CREPY EN VALOIS","2.8884432055","49.234247437","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000046","60700",2014,"CH PONT-SAINTE-MAXENCE","public","RUE AMBROISE CROIZAT",60721,"PONT SAINTE MAXENCE","2.6083314275","49.295404728","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000053","60300",2025,"CH GHPSO SENLIS","public","14 AVENUE PAUL ROUGÉ",60309,"SENLIS","2.5748149796","49.196033074","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000152","60240",2025,"CH CHAUMONT-EN-VEXIN","public","34 RUE PIERRE BUDIN",60240,"CHAUMONT EN VEXIN","1.8871019442","49.268605148","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000186","60600",2025,"CH CLERMONT","public","RUE FRÉDÉRIC RABOISSON",60600,"CLERMONT","2.4118326693","49.381236536","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000194","60000",2025,"CH BEAUVAIS","public","40 AVENUE LÉON BLUM",60021,"BEAUVAIS","2.0719266882","49.450702061","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000210","60110",2013,"CH CHIPO MÉRU","public",NA,NA,NA,NA,NA,"60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000285","60400",2025,"CH CHICN NOYON","public","AVENUE D'ALSACE LORRAINE",60406,"NOYON","2.9993088749","49.586306713","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600000467","60100",2025,"CH GHPSO CREIL","public","BOULEVARD LAENNEC",60109,"CREIL","2.4628600447","49.248736429","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600002067","60300",2025,"UNITÉ D'AUTODIALYSE CHANTILLY","private for profit","14 AVENUE PAUL ROUGÉ",60300,"SENLIS","2.5748149796","49.196033074","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600008643","60100",2019,"CAB GASTRO ENTEROLOGIQUE","private for profit","16 RUE DESPINAS",60100,"CREIL","2.4689150589","49.262203224","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600008734","60700",2025,"UNITÉ D'AUTODIALYSE FLEURINES","private for profit","RUE DE LA VALLÉE",60700,"FLEURINES","2.5917823407","49.267625887","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600010862","60270",2025,"SAS CENTRE CHIRURGICAL DE CHANTILLY","private for profit","12 AVENUE DU GÉNÉRAL LECLERC",60270,"GOUVIEUX","2.4556560018","49.179091883","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600013999","60100",2025,"CENTRE CHIRURGICAL","private for profit","17 AVENUE DU PARC ALATA",60100,"CREIL","2.4963975931","49.259731983","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600014419","60300",2025,"SANTÉLYS DIALYSE À DOMICILE CREIL","private for profit","14 AVENUE PAUL ROUGE",60300,"SENLIS","2.5748149796","49.196033074","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600014542","60800",2025,"CENTRE DE DIALYSE POLE SANTÉ DU VALOIS","private for profit","1 RUE ALICE MATHIEU DUBOIS",60800,"CREPY EN VALOIS","2.8900728285","49.236154802","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600015820","60000",2025,"SANTÉLYS DIALYSE À DOMICILE BEAUVAIS","private for profit","26 AVENUE LÉON BLUM",60000,"BEAUVAIS","2.072916494","49.45162647","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600018188","60270",2025,"HÔPITAL LES JOCKEYS","private not-for-profit",NA,NA,NA,NA,NA,"60","OISE","32","HAUTS-DE-FRANCE",0,0
"600018196","60270",2025,"CLINIQUE LES JOCKEYS","private for profit",NA,NA,NA,NA,NA,"60","OISE","32","HAUTS-DE-FRANCE",0,0
"600100101","60140",2025,"GROUPEMENT HOSPITALIER PAUL DOUMER","public academic","",60332,"LIANCOURT","2.4680462826","49.329252679","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600100168","60270",2025,"CENTRE MÉDICO-CHIRURGICAL","private not-for-profit","12 AVENUE DU GÉNÉRAL LECLERC",60270,"GOUVIEUX","2.4556560018","49.179091883","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600100176","60300",2018,"CENTRE DE SOINS DU VALOIS","private for profit","46 AVENUE PAUL ROUGÉ",60300,"SENLIS","2.5723569256","49.196330049","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600100184","60300",2025,"CLINIQUE LE VALOIS","private for profit","46 AVENUE PAUL ROUGÉ",60300,"SENLIS","2.5723569256","49.196330049","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600100754","60200",2025,"POLYCLINIQUE SAINT-COME SA","private for profit","7 RUE JEAN-JACQUES BERNARD",60204,"COMPIEGNE","2.8071297683","49.40357292","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600100796","60240",2020,"CRF LEOPOLD BELLAN","private not-for-profit","7 RUE RAYMOND PILLON",60240,"CHAUMONT EN VEXIN","1.8829438689","49.259486246","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600100861","60120",2025,"SSR LNA BRETEUIL","private for profit","32 RUE DE PARIS",60120,"BRETEUIL","2.2985334168","49.631317216","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600101943","60170",2014,"CENTRE DE RÉADAPTATION CARDIAQUE L BELLAN","private not-for-profit","470 RUE DE CHOISY",60170,"TRACY LE MONT","2.9908963914","49.477787326","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600109748","60000",2025,"CENTRE D'AUTODIALYSE BEAUVAIS","private for profit","26 AVENUE LÉON BLUM",60000,"BEAUVAIS","2.072916494","49.45162647","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600110175","60000",2025,"CLINIQUE DU PARC SAINT LAZARE","private for profit","1 AVENUE JEAN ROSTAND",60000,"BEAUVAIS","2.098447797","49.415568007","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600110399","60400",2025,"AUTODIALYSE LA DIALOISE NOYON","private for profit","AVENUE D'ALSACE LORRAINE",60400,"NOYON","2.9993088749","49.586306713","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600112460","60200",2025,"AUTODIALYSE LA DIALOISE COMPIÈGNE","private for profit","5 RUE JEAN-JACQUES BERNARD",60200,"COMPIEGNE","2.8079155245","49.403394402","60","OISE","32","HAUTS-DE-FRANCE",0,0
"600113476","60200",2025,"CH CHICN COMPIÈGNE","public","8 AVENUE HENRI ADNOT",60321,"COMPIEGNE","2.7905022194","49.387348066","60","OISE","32","HAUTS-DE-FRANCE",0,0
"610000044","61300",2025,"CH DE L'AIGLE","public","10 RUE DU DOCTEUR FRINAULT",61305,"L'AIGLE","0.6138031212","48.766276301","61","ORNE","28","NORMANDIE",0,0
"610000051","61000",2025,"CHICAM - SITE ALENCON","public","25 RUE DE FRESNAY",61014,"ALENCON","0.0843804262","48.42710463","61","ORNE","28","NORMANDIE",0,0
"610000069","61200",2025,"CH D'ARGENTAN","public","47 RUE ARISTIDE BRIAND",61202,"ARGENTAN","-0.016281287","48.746628288","61","ORNE","28","NORMANDIE",0,0
"610000077","61400",2025,"CH MARGUERITE DE LORRAINE-MORTAGNE","public","9 RUE DE LONGNY",61400,"MORTAGNE AU PERCHE","0.5504855047","48.522592008","61","ORNE","28","NORMANDIE",0,0
"610000093","61500",2025,"CH SEES","public","79 RUE DE LA REPUBLIQUE",61500,"SEES","0.1715539364","48.602262024","61","ORNE","28","NORMANDIE",0,0
"610000101","61120",2025,"CH VIMOUTIERS","public","2 RUE DU DOCTEUR MARESCOT",61120,"VIMOUTIERS","0.2034605687","48.924328094","61","ORNE","28","NORMANDIE",0,0
"610000119","61100",2025,"CH JACQUES MONOD - FLERS","public","RUE EUGÈNE GARNIER",61104,"FLERS","-0.542584514","48.749214558","61","ORNE","28","NORMANDIE",0,0
"610006421","61000",2025,"CLINIQUE D'ALENCON","private for profit","62 RUE CANDIE",61000,"ALENCON","0.0749066448","48.428167705","61","ORNE","28","NORMANDIE",0,0
"610009144","61000",2021,"LITS EXCEPTIONNELS (COVID CHICAM)","public","31 RUE ANNE-MARIE JAVOUHET",61000,"ALENCON","0.0828153314","48.430199031","61","ORNE","28","NORMANDIE",0,0
"610780108","61700",2025,"CHIC DES ANDAINES - DOMFRONT","public","RUE DE LA GARE",61700,"DOMFRONT EN POIRAIE","-0.654733701","48.588481469","61","ORNE","28","NORMANDIE",0,0
"610780116","61600",2025,"CHIC DES ANDAINES - LA FERTE MACE","public","RUE SOEUR MARIE BOITIER",61600,"LA FERTE MACE","-0.352458573","48.596276867","61","ORNE","28","NORMANDIE",0,0
"610780173","61200",2014,"SSR-CHIRURGIE AMBULATOIRE-CH ARGENTAN","public","5 RUE SAINT MARTIN",61202,"ARGENTAN","-0.021569746","48.745351424","61","ORNE","28","NORMANDIE",0,0
"610780199","61100",2019,"CLINIQUE SAINT DOMINIQUE - FLERS","private for profit","99 RUE DE MESSEI",61106,"FLERS","-0.563311422","48.74590544","61","ORNE","28","NORMANDIE",0,0
"620000026","62600",2025,"ÉTABLISSEMENT HOPALE CTRE CALOT - HELIO","private not-for-profit","RUE DU DR CALOT",62608,"BERCK","1.566683","50.4186218","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000034","62000",2025,"CH ARRAS","public","BOULEVARD BESNIER",62022,"ARRAS","2.7572305064","50.294307479","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",1,0
"620000117","62140",2015,"CH D'HESDIN","public","CHEMIN CD 136 LE GRAND TOUR",62140,"MARCONNE","2.0272462928","50.367854216","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000224","62400",2025,"CH BETHUNE","public","27 RUE DELBECQUE",62408,"BETHUNE","2.639279397","50.531044081","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000240","62110",2025,"CH HENIN BEAUMONT","public","585 AVENUE DES DEPORTES",62251,"HENIN BEAUMONT","2.9460764533","50.429937264","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000257","62300",2025,"CH LENS","public","99 ROUTE DE LA BASSEE",62307,"LENS","2.8206119407","50.440133283","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000299","62120",2020,"CH AIRE SUR LA LYS","public","QUAI DES BATELIERS",62922,"AIRE SUR LA LYS","2.400479984","50.641805396","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000323","62100",2025,"CH CALAIS","public","1601 BOULEVARD DES JUSTES",62107,"CALAIS","1.8928435659","50.939120226","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000349","62570",2025,"CH REGION DE ST OMER","public","ROUTE DE BLENDECQUES",62505,"SAINT OMER","2.2522287278","50.750123068","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620000653","62200",2025,"CH BOULOGNE-SUR-MER","public","RUE JACQUES MONOD",62321,"BOULOGNE SUR MER","1.6308874821","50.722465741","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",1,0
"620003202","62180",2025,"CH ARRONDISSEMENT DE MONTREUIL","public","140 CHEMIN DEPARTEMENTAL 191",62180,"RANG DU FLIERS","1.633301271","50.418720882","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620003350","62800",2025,"HÔPITAL DE RIAUMONT","private not-for-profit","RUE D'ENTRE DEUX MONTS",62800,"LIEVIN","2.7861073488","50.419305764","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620003376","62110",2025,"POLYCLINIQUE MÉDICO-CHIRURGICALE D'HENIN-BEAUMONT","private not-for-profit","ROUTE DE COURRIERES",62110,"HENIN BEAUMONT","2.951270939","50.435460197","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620006049","62500",2025,"CLINIQUE DE ST OMER","private for profit","71 RUE AMBROISE PARÉ",62501,"SAINT OMER","2.2522287278","50.750123068","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620010058","62231",2025,"CENTRE D'AUTODIALYSE DE COQUELLES","private for profit","390 BOULEVARD DU PARC",62231,"COQUELLES","1.8064091637","50.927603961","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620011338","62600",2025,"UNITÉ D'AUTODIALYSE BERCK 2","private for profit","CHEMIN AUX RAISINS",62600,"BERCK","1.5691061746","50.398995402","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620012948","62400",2014,"CLINIQUE MAHAUT DE TERMONDE","private for profit","229 RUE DE JEMMAPES",62400,"BETHUNE","2.6284903468","50.535167938","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620018705","62110",2025,"CENTRE DE DIALYSE A DOMICILE ADH HENIN B","private for profit","AVENUE DU BORD DES EAUX",62110,"HENIN BEAUMONT","2.9733105934","50.40655194","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620020636","62130",2025,"CENTRE D'AUTODIALYSE ADH DE ST-POL","private for profit","AVENUE CANTERAINE",62130,"SAINT POL SUR TERNOISE","2.3321092186","50.371639654","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620024208","62570",2025,"CLINIQUE NÉPHROLOGIQUE DE L'AUDOMAROIS","private for profit","1500 ROUTE DE BLENDECQUES",62570,"HELFAUT","2.2431151132","50.698021846","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620025346","62460",2025,"POLYCLINIQUE DE LA CLARENCE","private not-for-profit","RUE DU DOCTEUR LEGAY",62460,"DIVION","2.486470502","50.479080574","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620025494","62113",2025,"CENTRE D'AUTODIALYSE DE VERQUIGNEUL","private for profit","913 RUE DELBECQUE",62113,"VERQUIGNEUL","2.6606478144","50.511339697","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620026690","62280",2025,"GCS CENTRE JOLIOT CURIE","private not-for-profit","17 RUE DE LA PLAINE",62280,"SAINT MARTIN BOULOGNE","1.6305998954","50.725747209","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620026997","62360",2025,"UNITÉ D'AUTODIALYSE DE ST LEONARD","private for profit","7 RUE BERTRAND CROUY",62360,"SAINT LEONARD","1.6279627095","50.687800264","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620031096","62590",2025,"CENTRE D'AUTODIALYSE ADH DE OIGNIES","private for profit","11 PLACE DE LA IV REPUBLIQUE",62590,"OIGNIES","2.9919129928","50.468638168","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620032706","62350",2025,"CENTRE D'AUTODIALYSE ADH DE ST VENANT","private for profit","87 ALLEE CHARLES DE FOUCAULT",62350,"SAINT VENANT","2.5330100546","50.618260126","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620033753","62180",2025,"ÉTABLISSEMENT SITE CHAM","public","140 CHEMIN DÉPARTEMENTAL 191",62180,"RANG DU FLIERS","1.633301271","50.418720882","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620033795","62600",2025,"SANTÉLYS DIALYSE À DOMICILE BOULOGNE-SUR-MER","private for profit","CHEMIN AUX RAISINS",62600,"BERCK","1.5691061746","50.398995402","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620033829","62100",2025,"HEMODIALYSE SITE CH CALAIS","public","1601 BOULEVARD DES JUSTES",62107,"CALAIS","1.8928435659","50.939120226","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620100099","62000",2025,"HÔPITAL PRIVÉ ARRAS LES BONNETTES","private for profit","2 RUE DU DOCTEUR FORGEOIS",62012,"ARRAS","2.7357219286","50.303906242","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
"620100487","62780",2025,"CLINIQUE DES ACACIAS","private for profit","CHEMIN MONTOR",62780,"CUCQ","1.6239572461","50.506259016","62","PAS-DE-CALAIS","32","HAUTS-DE-FRANCE",0,0
